id,userId,shopId,createTime,updateTime,isDelete
99,142,1279,2025-12-16 03:45:00,2025-12-16 03:45:00,0
100,143,1292,2025-12-15 12:00:00,2025-12-15 12:00:00,0
101,144,1305,2025-12-14 11:55:00,2025-12-14 11:55:00,0
102,145,1318,2025-12-13 11:50:00,2025-12-13 11:50:00,0
103,146,1331,2025-12-12 11:45:00,2025-12-12 11:45:00,0
104,147,1344,2025-12-11 11:40:00,2025-12-11 11:40:00,0
105,148,1357,2025-12-10 11:35:00,2025-12-10 11:35:00,0
106,149,1370,2025-12-09 11:30:00,2025-12-09 11:30:00,0
107,150,1383,2025-12-08 11:25:00,2025-12-08 11:25:00,0
108,151,1396,2025-12-07 11:20:00,2025-12-07 11:20:00,0
109,152,1409,2025-12-06 11:15:00,2025-12-06 11:15:00,0
110,153,1422,2025-12-05 11:10:00,2025-12-05 11:10:00,0
111,154,1435,2025-12-04 11:05:00,2025-12-04 11:05:00,0
112,155,1448,2025-12-03 11:00:00,2025-12-03 11:00:00,0
113,156,1461,2025-12-02 10:55:00,2025-12-02 10:55:00,0
114,157,1474,2025-12-01 10:50:00,2025-12-01 10:50:00,0
115,158,1487,2025-11-30 10:45:00,2025-11-30 10:45:00,0
116,159,1501,2025-11-29 10:40:00,2025-11-29 10:40:00,0
117,160,1514,2025-11-28 10:35:00,2025-11-28 10:35:00,0
118,161,1527,2025-11-27 10:30:00,2025-11-27 10:30:00,0
119,162,1540,2025-11-26 10:25:00,2025-11-26 10:25:00,0
120,163,1553,2025-11-25 10:20:00,2025-11-25 10:20:00,0
121,164,1566,2025-11-24 10:15:00,2025-11-24 10:15:00,0
122,165,1579,2025-11-23 10:10:00,2025-11-23 10:10:00,0
123,166,1592,2025-11-22 10:05:00,2025-11-22 10:05:00,0
124,167,1605,2025-11-21 10:00:00,2025-11-21 10:00:00,0
125,168,1618,2025-11-20 09:55:00,2025-11-20 09:55:00,0
126,169,1631,2025-11-19 09:50:00,2025-11-19 09:50:00,0
127,170,1644,2025-11-18 09:45:00,2025-11-18 09:45:00,0
128,171,1657,2025-11-17 09:40:00,2025-11-17 09:40:00,0
129,172,1670,2025-11-16 09:35:00,2025-11-16 09:35:00,0
130,173,1683,2025-11-15 09:30:00,2025-11-15 09:30:00,0
131,174,1696,2025-11-14 09:25:00,2025-11-14 09:25:00,0
132,175,1709,2025-11-13 09:20:00,2025-11-13 09:20:00,0
133,176,1722,2025-11-12 09:15:00,2025-11-12 09:15:00,0
134,177,1735,2025-11-11 09:10:00,2025-11-11 09:10:00,0
135,178,1748,2025-11-10 09:05:00,2025-11-10 09:05:00,0
136,179,1761,2025-11-09 09:00:00,2025-11-09 09:00:00,0
137,180,1774,2025-11-08 08:55:00,2025-11-08 08:55:00,0
138,181,1787,2025-11-07 08:50:00,2025-11-07 08:50:00,0
139,182,1801,2025-11-06 08:45:00,2025-11-06 08:45:00,0
140,183,1814,2025-11-05 08:40:00,2025-11-05 08:40:00,0
141,184,1827,2025-11-04 08:35:00,2025-11-04 08:35:00,0
142,185,1840,2025-11-03 08:30:00,2025-11-03 08:30:00,0
143,186,1853,2025-11-02 08:25:00,2025-11-02 08:25:00,0
144,187,1866,2025-11-01 08:20:00,2025-11-01 08:20:00,0
145,188,1879,2025-10-31 08:15:00,2025-10-31 08:15:00,0
146,189,1892,2025-10-30 08:10:00,2025-10-30 08:10:00,0
147,190,1905,2025-10-29 08:05:00,2025-10-29 08:05:00,0
148,191,1918,2025-10-28 08:00:00,2025-10-28 08:00:00,0
149,192,1931,2025-10-27 07:55:00,2025-10-27 07:55:00,0
150,193,1944,2025-10-26 07:50:00,2025-10-26 07:50:00,0
151,194,1957,2025-10-25 07:45:00,2025-10-25 07:45:00,0
152,195,1970,2025-10-24 07:40:00,2025-10-24 07:40:00,0
153,196,1983,2025-10-23 07:35:00,2025-10-23 07:35:00,0
154,197,1996,2025-10-22 07:30:00,2025-10-22 07:30:00,0
155,198,2009,2025-10-21 07:25:00,2025-10-21 07:25:00,0
156,199,2022,2025-10-20 07:20:00,2025-10-20 07:20:00,0
157,200,2035,2025-10-19 07:15:00,2025-10-19 07:15:00,0
158,201,2048,2025-10-18 07:10:00,2025-10-18 07:10:00,0
159,202,2061,2025-10-17 07:05:00,2025-10-17 07:05:00,0
160,203,2074,2025-10-16 07:00:00,2025-10-16 07:00:00,0
161,204,2087,2025-10-15 06:55:00,2025-10-15 06:55:00,0
162,205,2101,2025-10-14 06:50:00,2025-10-14 06:50:00,0
163,206,2114,2025-10-13 06:45:00,2025-10-13 06:45:00,0
164,207,2127,2025-10-12 06:40:00,2025-10-12 06:40:00,0
165,208,2140,2025-10-11 06:35:00,2025-10-11 06:35:00,0
166,209,2153,2025-10-10 06:30:00,2025-10-10 06:30:00,0
167,210,2166,2025-10-09 06:25:00,2025-10-09 06:25:00,0
168,211,2179,2025-10-08 06:20:00,2025-10-08 06:20:00,0
169,212,2192,2025-10-07 06:15:00,2025-10-07 06:15:00,0
170,213,2205,2025-10-06 06:10:00,2025-10-06 06:10:00,0
171,214,2218,2025-10-05 06:05:00,2025-10-05 06:05:00,0
172,215,2231,2025-10-04 06:00:00,2025-10-04 06:00:00,0
173,216,2244,2025-10-03 05:55:00,2025-10-03 05:55:00,0
174,217,2257,2025-10-02 05:50:00,2025-10-02 05:50:00,0
175,218,2270,2025-10-01 05:45:00,2025-10-01 05:45:00,0
176,219,2283,2025-09-30 05:40:00,2025-09-30 05:40:00,0
177,220,2296,2025-09-29 05:35:00,2025-09-29 05:35:00,0
178,221,2309,2025-09-28 05:30:00,2025-09-28 05:30:00,0
179,222,2322,2025-09-27 05:25:00,2025-09-27 05:25:00,0
180,223,2335,2025-09-26 05:20:00,2025-09-26 05:20:00,0
181,224,2348,2025-09-25 05:15:00,2025-09-25 05:15:00,0
182,225,2361,2025-09-24 05:10:00,2025-09-24 05:10:00,0
183,226,2374,2025-09-23 05:05:00,2025-09-23 05:05:00,0
184,227,2387,2025-09-22 05:00:00,2025-09-22 05:00:00,0
185,228,2401,2025-09-21 04:55:00,2025-09-21 04:55:00,0
186,229,2414,2025-09-20 04:50:00,2025-09-20 04:50:00,0
187,230,2427,2025-09-19 04:45:00,2025-09-19 04:45:00,0
188,231,2440,2025-09-18 04:40:00,2025-09-18 04:40:00,0
189,232,2453,2025-09-17 04:35:00,2025-09-17 04:35:00,0
190,233,2466,2025-09-16 04:30:00,2025-09-16 04:30:00,0
191,234,2479,2025-09-15 04:25:00,2025-09-15 04:25:00,0
192,235,2492,2025-09-14 04:20:00,2025-09-14 04:20:00,0
193,236,2505,2025-09-13 04:15:00,2025-09-13 04:15:00,0
194,237,2518,2025-09-12 04:10:00,2025-09-12 04:10:00,0
195,238,2531,2025-09-11 04:05:00,2025-09-11 04:05:00,0
196,239,2544,2025-09-10 04:00:00,2025-09-10 04:00:00,0
197,240,2557,2025-09-09 03:55:00,2025-09-09 03:55:00,0
198,241,2570,2025-09-08 03:50:00,2025-09-08 03:50:00,0
199,242,2583,2025-09-07 03:45:00,2025-09-07 03:45:00,0
200,243,2596,2025-09-06 12:00:00,2025-09-06 12:00:00,0
201,244,2609,2025-09-05 11:55:00,2025-09-05 11:55:00,0
202,245,2622,2025-09-04 11:50:00,2025-09-04 11:50:00,0
203,246,2635,2025-09-03 11:45:00,2025-09-03 11:45:00,0
204,247,2648,2025-09-02 11:40:00,2025-09-02 11:40:00,0
205,248,2661,2025-09-01 11:35:00,2025-09-01 11:35:00,0
206,249,2674,2025-08-31 11:30:00,2025-08-31 11:30:00,0
207,250,2687,2025-08-30 11:25:00,2025-08-30 11:25:00,0
208,251,2701,2025-08-29 11:20:00,2025-08-29 11:20:00,0
209,252,2714,2025-08-28 11:15:00,2025-08-28 11:15:00,0
210,253,2727,2025-08-27 11:10:00,2025-08-27 11:10:00,0
211,254,2740,2025-08-26 11:05:00,2025-08-26 11:05:00,0
212,255,2753,2025-08-25 11:00:00,2025-08-25 11:00:00,0
213,256,2766,2025-08-24 10:55:00,2025-08-24 10:55:00,0
214,257,2779,2025-08-23 10:50:00,2025-08-23 10:50:00,0
215,258,2792,2025-08-22 10:45:00,2025-08-22 10:45:00,0
216,259,2805,2025-08-21 10:40:00,2025-08-21 10:40:00,0
217,260,2818,2025-08-20 10:35:00,2025-08-20 10:35:00,0
218,261,2831,2025-08-19 10:30:00,2025-08-19 10:30:00,0
219,262,2844,2025-08-18 10:25:00,2025-08-18 10:25:00,0
220,263,2857,2026-03-25 10:20:00,2026-03-25 10:20:00,0
221,264,2870,2026-03-24 10:15:00,2026-03-24 10:15:00,0
222,265,2883,2026-03-23 10:10:00,2026-03-23 10:10:00,0
223,266,2896,2026-03-22 10:05:00,2026-03-22 10:05:00,0
224,267,2909,2026-03-21 10:00:00,2026-03-21 10:00:00,0
225,268,2922,2026-03-20 09:55:00,2026-03-20 09:55:00,0
226,269,2935,2026-03-19 09:50:00,2026-03-19 09:50:00,0
227,270,2948,2026-03-18 09:45:00,2026-03-18 09:45:00,0
228,271,2961,2026-03-17 09:40:00,2026-03-17 09:40:00,0
229,272,2974,2026-03-16 09:35:00,2026-03-16 09:35:00,0
230,273,2987,2026-03-15 09:30:00,2026-03-15 09:30:00,0
231,274,3001,2026-03-14 09:25:00,2026-03-14 09:25:00,0
232,275,3014,2026-03-13 09:20:00,2026-03-13 09:20:00,0
233,276,12,2026-03-12 09:15:00,2026-03-12 09:15:00,0
234,277,25,2026-03-11 09:10:00,2026-03-11 09:10:00,0
235,278,38,2026-03-10 09:05:00,2026-03-10 09:05:00,0
236,279,51,2026-03-09 09:00:00,2026-03-09 09:00:00,0
237,280,64,2026-03-08 08:55:00,2026-03-08 08:55:00,0
238,281,77,2026-03-07 08:50:00,2026-03-07 08:50:00,0
239,282,90,2026-03-06 08:45:00,2026-03-06 08:45:00,0
240,283,103,2026-03-05 08:40:00,2026-03-05 08:40:00,0
241,284,116,2026-03-04 08:35:00,2026-03-04 08:35:00,0
242,285,129,2026-03-03 08:30:00,2026-03-03 08:30:00,0
243,286,142,2026-03-02 08:25:00,2026-03-02 08:25:00,0
244,287,155,2026-03-01 08:20:00,2026-03-01 08:20:00,0
245,288,168,2026-02-28 08:15:00,2026-02-28 08:15:00,0
246,289,181,2026-02-27 08:10:00,2026-02-27 08:10:00,0
247,290,194,2026-02-26 08:05:00,2026-02-26 08:05:00,0
248,291,207,2026-02-25 08:00:00,2026-02-25 08:00:00,0
249,292,220,2026-02-24 07:55:00,2026-02-24 07:55:00,0
250,293,233,2026-02-23 07:50:00,2026-02-23 07:50:00,0
251,294,246,2026-02-22 07:45:00,2026-02-22 07:45:00,0
252,295,259,2026-02-21 07:40:00,2026-02-21 07:40:00,0
253,296,272,2026-02-20 07:35:00,2026-02-20 07:35:00,0
254,297,286,2026-02-19 07:30:00,2026-02-19 07:30:00,0
255,298,299,2026-02-18 07:25:00,2026-02-18 07:25:00,0
256,299,312,2026-02-17 07:20:00,2026-02-17 07:20:00,0
257,300,325,2026-02-16 07:15:00,2026-02-16 07:15:00,0
258,301,338,2026-02-15 07:10:00,2026-02-15 07:10:00,0
259,302,351,2026-02-14 07:05:00,2026-02-14 07:05:00,0
260,303,364,2026-02-13 07:00:00,2026-02-13 07:00:00,0
261,304,377,2026-02-12 06:55:00,2026-02-12 06:55:00,0
262,305,390,2026-02-11 06:50:00,2026-02-11 06:50:00,0
263,306,403,2026-02-10 06:45:00,2026-02-10 06:45:00,0
264,307,416,2026-02-09 06:40:00,2026-02-09 06:40:00,0
265,308,429,2026-02-08 06:35:00,2026-02-08 06:35:00,0
266,309,442,2026-02-07 06:30:00,2026-02-07 06:30:00,0
267,310,455,2026-02-06 06:25:00,2026-02-06 06:25:00,0
268,311,468,2026-02-05 06:20:00,2026-02-05 06:20:00,0
269,312,481,2026-02-04 06:15:00,2026-02-04 06:15:00,0
270,313,494,2026-02-03 06:10:00,2026-02-03 06:10:00,0
271,314,507,2026-02-02 06:05:00,2026-02-02 06:05:00,0
272,315,520,2026-02-01 06:00:00,2026-02-01 06:00:00,0
273,316,533,2026-01-31 05:55:00,2026-01-31 05:55:00,0
274,317,546,2026-01-30 05:50:00,2026-01-30 05:50:00,0
275,318,559,2026-01-29 05:45:00,2026-01-29 05:45:00,0
276,319,572,2026-01-28 05:40:00,2026-01-28 05:40:00,0
277,320,586,2026-01-27 05:35:00,2026-01-27 05:35:00,0
278,321,599,2026-01-26 05:30:00,2026-01-26 05:30:00,0
279,322,612,2026-01-25 05:25:00,2026-01-25 05:25:00,0
280,323,625,2026-01-24 05:20:00,2026-01-24 05:20:00,0
281,324,638,2026-01-23 05:15:00,2026-01-23 05:15:00,0
282,325,651,2026-01-22 05:10:00,2026-01-22 05:10:00,0
283,326,664,2026-01-21 05:05:00,2026-01-21 05:05:00,0
284,327,677,2026-01-20 05:00:00,2026-01-20 05:00:00,0
285,328,690,2026-01-19 04:55:00,2026-01-19 04:55:00,0
286,329,703,2026-01-18 04:50:00,2026-01-18 04:50:00,0
287,330,716,2026-01-17 04:45:00,2026-01-17 04:45:00,0
288,331,729,2026-01-16 04:40:00,2026-01-16 04:40:00,0
289,332,742,2026-01-15 04:35:00,2026-01-15 04:35:00,0
290,333,755,2026-01-14 04:30:00,2026-01-14 04:30:00,0
291,334,768,2026-01-13 04:25:00,2026-01-13 04:25:00,0
292,335,781,2026-01-12 04:20:00,2026-01-12 04:20:00,0
293,336,794,2026-01-11 04:15:00,2026-01-11 04:15:00,0
294,337,807,2026-01-10 04:10:00,2026-01-10 04:10:00,0
295,338,820,2026-01-09 04:05:00,2026-01-09 04:05:00,0
296,339,833,2026-01-08 04:00:00,2026-01-08 04:00:00,0
297,340,846,2026-01-07 03:55:00,2026-01-07 03:55:00,0
298,341,859,2026-01-06 03:50:00,2026-01-06 03:50:00,0
299,342,872,2026-01-05 03:45:00,2026-01-05 03:45:00,0
300,343,886,2026-01-04 12:00:00,2026-01-04 12:00:00,0
301,344,899,2026-01-03 11:55:00,2026-01-03 11:55:00,0
302,345,912,2026-01-02 11:50:00,2026-01-02 11:50:00,0
303,346,925,2026-01-01 11:45:00,2026-01-01 11:45:00,0
304,347,938,2025-12-31 11:40:00,2025-12-31 11:40:00,0
305,348,951,2025-12-30 11:35:00,2025-12-30 11:35:00,0
306,349,964,2025-12-29 11:30:00,2025-12-29 11:30:00,0
307,350,977,2025-12-28 11:25:00,2025-12-28 11:25:00,0
308,351,990,2025-12-27 11:20:00,2025-12-27 11:20:00,0
309,352,1003,2025-12-26 11:15:00,2025-12-26 11:15:00,0
310,353,1016,2025-12-25 11:10:00,2025-12-25 11:10:00,0
311,354,1029,2025-12-24 11:05:00,2025-12-24 11:05:00,0
312,355,1042,2025-12-23 11:00:00,2025-12-23 11:00:00,0
313,356,1055,2025-12-22 10:55:00,2025-12-22 10:55:00,0
314,357,1068,2025-12-21 10:50:00,2025-12-21 10:50:00,0
315,358,1081,2025-12-20 10:45:00,2025-12-20 10:45:00,0
316,359,1094,2025-12-19 10:40:00,2025-12-19 10:40:00,0
317,360,1107,2025-12-18 10:35:00,2025-12-18 10:35:00,0
318,361,1120,2025-12-17 10:30:00,2025-12-17 10:30:00,0
319,362,1133,2025-12-16 10:25:00,2025-12-16 10:25:00,0
320,363,1146,2025-12-15 10:20:00,2025-12-15 10:20:00,0
321,364,1159,2025-12-14 10:15:00,2025-12-14 10:15:00,0
322,365,1172,2025-12-13 10:10:00,2025-12-13 10:10:00,0
323,366,1186,2025-12-12 10:05:00,2025-12-12 10:05:00,0
324,367,1199,2025-12-11 10:00:00,2025-12-11 10:00:00,0
325,368,1212,2025-12-10 09:55:00,2025-12-10 09:55:00,0
326,369,1225,2025-12-09 09:50:00,2025-12-09 09:50:00,0
327,370,1238,2025-12-08 09:45:00,2025-12-08 09:45:00,0
328,371,1251,2025-12-07 09:40:00,2025-12-07 09:40:00,0
329,372,1264,2025-12-06 09:35:00,2025-12-06 09:35:00,0
330,373,1277,2025-12-05 09:30:00,2025-12-05 09:30:00,0
331,374,1290,2025-12-04 09:25:00,2025-12-04 09:25:00,0
332,375,1303,2025-12-03 09:20:00,2025-12-03 09:20:00,0
333,376,1316,2025-12-02 09:15:00,2025-12-02 09:15:00,0
334,377,1329,2025-12-01 09:10:00,2025-12-01 09:10:00,0
335,378,1342,2025-11-30 09:05:00,2025-11-30 09:05:00,0
336,379,1355,2025-11-29 09:00:00,2025-11-29 09:00:00,0
337,380,1368,2025-11-28 08:55:00,2025-11-28 08:55:00,0
338,381,1381,2025-11-27 08:50:00,2025-11-27 08:50:00,0
339,382,1394,2025-11-26 08:45:00,2025-11-26 08:45:00,0
340,383,1407,2025-11-25 08:40:00,2025-11-25 08:40:00,0
341,384,1420,2025-11-24 08:35:00,2025-11-24 08:35:00,0
342,385,1433,2025-11-23 08:30:00,2025-11-23 08:30:00,0
343,386,1446,2025-11-22 08:25:00,2025-11-22 08:25:00,0
344,387,1459,2025-11-21 08:20:00,2025-11-21 08:20:00,0
345,388,1472,2025-11-20 08:15:00,2025-11-20 08:15:00,0
346,389,1486,2025-11-19 08:10:00,2025-11-19 08:10:00,0
347,390,1499,2025-11-18 08:05:00,2025-11-18 08:05:00,0
348,391,1512,2025-11-17 08:00:00,2025-11-17 08:00:00,0
349,392,1525,2025-11-16 07:55:00,2025-11-16 07:55:00,0
350,393,1538,2025-11-15 07:50:00,2025-11-15 07:50:00,0
351,394,1551,2025-11-14 07:45:00,2025-11-14 07:45:00,0
352,395,1564,2025-11-13 07:40:00,2025-11-13 07:40:00,0
353,396,1577,2025-11-12 07:35:00,2025-11-12 07:35:00,0
354,397,1590,2025-11-11 07:30:00,2025-11-11 07:30:00,0
355,398,1603,2025-11-10 07:25:00,2025-11-10 07:25:00,0
356,399,1616,2025-11-09 07:20:00,2025-11-09 07:20:00,0
357,400,1629,2025-11-08 07:15:00,2025-11-08 07:15:00,0
358,401,1642,2025-11-07 07:10:00,2025-11-07 07:10:00,0
359,402,1655,2025-11-06 07:05:00,2025-11-06 07:05:00,0
360,403,1668,2025-11-05 07:00:00,2025-11-05 07:00:00,0
361,404,1681,2025-11-04 06:55:00,2025-11-04 06:55:00,0
362,405,1694,2025-11-03 06:50:00,2025-11-03 06:50:00,0
363,406,1707,2025-11-02 06:45:00,2025-11-02 06:45:00,0
364,407,1720,2025-11-01 06:40:00,2025-11-01 06:40:00,0
365,408,1733,2025-10-31 06:35:00,2025-10-31 06:35:00,0
366,409,1746,2025-10-30 06:30:00,2025-10-30 06:30:00,0
367,410,1759,2025-10-29 06:25:00,2025-10-29 06:25:00,0
368,411,1772,2025-10-28 06:20:00,2025-10-28 06:20:00,0
369,412,1786,2025-10-27 06:15:00,2025-10-27 06:15:00,0
370,413,1799,2025-10-26 06:10:00,2025-10-26 06:10:00,0
371,414,1812,2025-10-25 06:05:00,2025-10-25 06:05:00,0
372,415,1825,2025-10-24 06:00:00,2025-10-24 06:00:00,0
373,416,1838,2025-10-23 05:55:00,2025-10-23 05:55:00,0
374,417,1851,2025-10-22 05:50:00,2025-10-22 05:50:00,0
375,418,1864,2025-10-21 05:45:00,2025-10-21 05:45:00,0
376,419,1877,2025-10-20 05:40:00,2025-10-20 05:40:00,0
377,420,1890,2025-10-19 05:35:00,2025-10-19 05:35:00,0
378,421,1903,2025-10-18 05:30:00,2025-10-18 05:30:00,0
379,422,1916,2025-10-17 05:25:00,2025-10-17 05:25:00,0
380,423,1929,2025-10-16 05:20:00,2025-10-16 05:20:00,0
381,424,1942,2025-10-15 05:15:00,2025-10-15 05:15:00,0
382,425,1955,2025-10-14 05:10:00,2025-10-14 05:10:00,0
383,426,1968,2025-10-13 05:05:00,2025-10-13 05:05:00,0
384,427,1981,2025-10-12 05:00:00,2025-10-12 05:00:00,0
385,428,1994,2025-10-11 04:55:00,2025-10-11 04:55:00,0
386,429,2007,2025-10-10 04:50:00,2025-10-10 04:50:00,0
387,430,2020,2025-10-09 04:45:00,2025-10-09 04:45:00,0
388,431,2033,2025-10-08 04:40:00,2025-10-08 04:40:00,0
389,432,2046,2025-10-07 04:35:00,2025-10-07 04:35:00,0
390,433,2059,2025-10-06 04:30:00,2025-10-06 04:30:00,0
391,434,2072,2025-10-05 04:25:00,2025-10-05 04:25:00,0
392,435,2086,2025-10-04 04:20:00,2025-10-04 04:20:00,0
393,436,2099,2025-10-03 04:15:00,2025-10-03 04:15:00,0
394,437,2112,2025-10-02 04:10:00,2025-10-02 04:10:00,0
395,438,2125,2025-10-01 04:05:00,2025-10-01 04:05:00,0
396,439,2138,2025-09-30 04:00:00,2025-09-30 04:00:00,0
397,440,2151,2025-09-29 03:55:00,2025-09-29 03:55:00,0
398,441,2164,2025-09-28 03:50:00,2025-09-28 03:50:00,0
399,442,2177,2025-09-27 03:45:00,2025-09-27 03:45:00,0
400,443,2190,2025-09-26 12:00:00,2025-09-26 12:00:00,0
401,444,2203,2025-09-25 11:55:00,2025-09-25 11:55:00,0
402,445,2216,2025-09-24 11:50:00,2025-09-24 11:50:00,0
403,446,2229,2025-09-23 11:45:00,2025-09-23 11:45:00,0
