id,userId,couponId,orderId,code,status,obtainTime,useTime,expireTime,createTime,updateTime,isDelete
50,257,71,71,CODE202603000071,0,2026-01-13 10:54:00,,2026-07-12 10:49:00,2026-01-13 10:49:00,2026-01-13 10:54:00,0
51,260,72,72,CODE202603000072,0,2026-01-12 10:53:00,,2026-07-11 10:48:00,2026-01-12 10:48:00,2026-01-12 10:53:00,0
52,263,73,73,CODE202603000073,1,2026-01-11 10:52:00,2026-01-12 10:47:00,2026-07-10 10:47:00,2026-01-11 10:47:00,2026-01-12 10:47:00,0
53,269,75,75,CODE202603000075,0,2026-01-09 10:50:00,,2026-07-08 10:45:00,2026-01-09 10:45:00,2026-01-09 10:50:00,0
54,272,76,76,CODE202603000076,3,2026-01-08 10:49:00,,2026-07-07 10:44:00,2026-01-08 10:44:00,2026-01-08 10:49:00,0
55,275,77,77,CODE202603000077,0,2026-01-07 10:48:00,,2026-07-06 10:43:00,2026-01-07 10:43:00,2026-01-07 10:48:00,0
56,278,78,78,CODE202603000078,1,2026-01-06 10:47:00,2026-01-07 10:42:00,2026-07-05 10:42:00,2026-01-06 10:42:00,2026-01-07 10:42:00,0
57,287,81,81,CODE202603000081,0,2026-01-03 10:44:00,,2026-07-02 10:39:00,2026-01-03 10:39:00,2026-01-03 10:44:00,0
58,290,82,82,CODE202603000082,0,2026-01-02 10:43:00,,2026-07-01 10:38:00,2026-01-02 10:38:00,2026-01-02 10:43:00,0
59,293,83,83,CODE202603000083,1,2026-01-01 10:42:00,2026-01-02 10:37:00,2026-06-30 10:37:00,2026-01-01 10:37:00,2026-01-02 10:37:00,0
60,299,85,85,CODE202603000085,0,2025-12-30 10:40:00,,2026-06-28 10:35:00,2025-12-30 10:35:00,2025-12-30 10:40:00,0
61,302,86,86,CODE202603000086,3,2025-12-29 10:39:00,,2026-06-27 10:34:00,2025-12-29 10:34:00,2025-12-29 10:39:00,0
62,305,87,87,CODE202603000087,0,2025-12-28 10:38:00,,2026-06-26 10:33:00,2025-12-28 10:33:00,2025-12-28 10:38:00,0
63,308,88,88,CODE202603000088,1,2025-12-27 10:37:00,2025-12-28 10:32:00,2026-06-25 10:32:00,2025-12-27 10:32:00,2025-12-28 10:32:00,0
64,317,91,91,CODE202603000091,0,2025-12-24 10:34:00,,2026-06-22 10:29:00,2025-12-24 10:29:00,2025-12-24 10:34:00,0
65,320,92,92,CODE202603000092,0,2025-12-23 10:33:00,,2026-06-21 10:28:00,2025-12-23 10:28:00,2025-12-23 10:33:00,0
66,323,93,93,CODE202603000093,1,2025-12-22 10:32:00,2025-12-23 10:27:00,2026-06-20 10:27:00,2025-12-22 10:27:00,2025-12-23 10:27:00,0
67,329,95,95,CODE202603000095,0,2025-12-20 10:30:00,,2026-06-18 10:25:00,2025-12-20 10:25:00,2025-12-20 10:30:00,0
68,332,96,96,CODE202603000096,3,2025-12-19 10:29:00,,2026-06-17 10:24:00,2025-12-19 10:24:00,2025-12-19 10:29:00,0
69,335,97,97,CODE202603000097,0,2025-12-18 10:28:00,,2026-06-16 10:23:00,2025-12-18 10:23:00,2025-12-18 10:28:00,0
70,338,98,98,CODE202603000098,1,2025-12-17 10:27:00,2025-12-18 10:22:00,2026-06-15 10:22:00,2025-12-17 10:22:00,2025-12-18 10:22:00,0
71,347,101,101,CODE202603000101,0,2025-12-14 10:24:00,,2026-06-12 10:19:00,2025-12-14 10:19:00,2025-12-14 10:24:00,0
72,350,102,102,CODE202603000102,0,2025-12-13 10:23:00,,2026-06-11 10:18:00,2025-12-13 10:18:00,2025-12-13 10:23:00,0
73,353,103,103,CODE202603000103,1,2025-12-12 10:22:00,2025-12-13 10:17:00,2026-06-10 10:17:00,2025-12-12 10:17:00,2025-12-13 10:17:00,0
74,359,105,105,CODE202603000105,0,2025-12-10 10:20:00,,2026-06-08 10:15:00,2025-12-10 10:15:00,2025-12-10 10:20:00,0
75,362,106,106,CODE202603000106,3,2025-12-09 10:19:00,,2026-06-07 10:14:00,2025-12-09 10:14:00,2025-12-09 10:19:00,0
76,365,107,107,CODE202603000107,0,2025-12-08 10:18:00,,2026-06-06 10:13:00,2025-12-08 10:13:00,2025-12-08 10:18:00,0
77,368,108,108,CODE202603000108,1,2025-12-07 10:17:00,2025-12-08 10:12:00,2026-06-05 10:12:00,2025-12-07 10:12:00,2025-12-08 10:12:00,0
78,377,111,111,CODE202603000111,0,2025-12-04 10:14:00,,2026-06-02 10:09:00,2025-12-04 10:09:00,2025-12-04 10:14:00,0
79,380,112,112,CODE202603000112,0,2025-12-03 10:13:00,,2026-06-01 10:08:00,2025-12-03 10:08:00,2025-12-03 10:13:00,0
80,383,113,113,CODE202603000113,1,2025-12-02 10:12:00,2025-12-03 10:07:00,2026-05-31 10:07:00,2025-12-02 10:07:00,2025-12-03 10:07:00,0
81,389,115,115,CODE202603000115,0,2025-11-30 10:10:00,,2026-05-29 10:05:00,2025-11-30 10:05:00,2025-11-30 10:10:00,0
82,392,116,116,CODE202603000116,3,2025-11-29 10:09:00,,2026-05-28 10:04:00,2025-11-29 10:04:00,2025-11-29 10:09:00,0
83,395,117,117,CODE202603000117,0,2025-11-28 10:08:00,,2026-05-27 10:03:00,2025-11-28 10:03:00,2025-11-28 10:08:00,0
84,398,118,118,CODE202603000118,1,2025-11-27 10:07:00,2025-11-28 10:02:00,2026-05-26 10:02:00,2025-11-27 10:02:00,2025-11-28 10:02:00,0
85,407,121,121,CODE202603000121,0,2026-03-24 10:04:00,,2026-09-20 09:59:00,2026-03-24 09:59:00,2026-03-24 10:04:00,0
86,410,122,122,CODE202603000122,0,2026-03-23 10:03:00,,2026-09-19 09:58:00,2026-03-23 09:58:00,2026-03-23 10:03:00,0
87,413,123,123,CODE202603000123,1,2026-03-22 10:02:00,2026-03-23 09:57:00,2026-09-18 09:57:00,2026-03-22 09:57:00,2026-03-23 09:57:00,0
88,419,125,125,CODE202603000125,0,2026-03-20 10:00:00,,2026-09-16 09:55:00,2026-03-20 09:55:00,2026-03-20 10:00:00,0
89,422,126,126,CODE202603000126,3,2026-03-19 09:59:00,,2026-09-15 09:54:00,2026-03-19 09:54:00,2026-03-19 09:59:00,0
90,425,127,127,CODE202603000127,0,2026-03-18 09:58:00,,2026-09-14 09:53:00,2026-03-18 09:53:00,2026-03-18 09:58:00,0
91,428,128,128,CODE202603000128,1,2026-03-17 09:57:00,2026-03-18 09:52:00,2026-09-13 09:52:00,2026-03-17 09:52:00,2026-03-18 09:52:00,0
92,437,131,131,CODE202603000131,0,2026-03-14 09:54:00,,2026-09-10 09:49:00,2026-03-14 09:49:00,2026-03-14 09:54:00,0
93,440,132,132,CODE202603000132,0,2026-03-13 09:53:00,,2026-09-09 09:48:00,2026-03-13 09:48:00,2026-03-13 09:53:00,0
94,443,133,133,CODE202603000133,1,2026-03-12 09:52:00,2026-03-13 09:47:00,2026-09-08 09:47:00,2026-03-12 09:47:00,2026-03-13 09:47:00,0
95,449,135,135,CODE202603000135,0,2026-03-10 09:50:00,,2026-09-06 09:45:00,2026-03-10 09:45:00,2026-03-10 09:50:00,0
96,452,136,136,CODE202603000136,3,2026-03-09 09:49:00,,2026-09-05 09:44:00,2026-03-09 09:44:00,2026-03-09 09:49:00,0
97,455,137,137,CODE202603000137,0,2026-03-08 09:48:00,,2026-09-04 09:43:00,2026-03-08 09:43:00,2026-03-08 09:48:00,0
98,458,138,138,CODE202603000138,1,2026-03-07 09:47:00,2026-03-08 09:42:00,2026-09-03 09:42:00,2026-03-07 09:42:00,2026-03-08 09:42:00,0
99,467,141,141,CODE202603000141,0,2026-03-04 09:44:00,,2026-08-31 09:39:00,2026-03-04 09:39:00,2026-03-04 09:44:00,0
100,470,142,142,CODE202603000142,0,2026-03-03 09:43:00,,2026-08-30 09:38:00,2026-03-03 09:38:00,2026-03-03 09:43:00,0
101,473,143,143,CODE202603000143,1,2026-03-02 09:42:00,2026-03-03 09:37:00,2026-08-29 09:37:00,2026-03-02 09:37:00,2026-03-03 09:37:00,0
102,479,145,145,CODE202603000145,0,2026-02-28 09:40:00,,2026-08-27 09:35:00,2026-02-28 09:35:00,2026-02-28 09:40:00,0
103,482,146,146,CODE202603000146,3,2026-02-27 09:39:00,,2026-08-26 09:34:00,2026-02-27 09:34:00,2026-02-27 09:39:00,0
104,485,147,147,CODE202603000147,0,2026-02-26 09:38:00,,2026-08-25 09:33:00,2026-02-26 09:33:00,2026-02-26 09:38:00,0
105,488,148,148,CODE202603000148,1,2026-02-25 09:37:00,2026-02-26 09:32:00,2026-08-24 09:32:00,2026-02-25 09:32:00,2026-02-26 09:32:00,0
106,497,151,151,CODE202603000151,0,2026-02-22 09:34:00,,2026-08-21 09:29:00,2026-02-22 09:29:00,2026-02-22 09:34:00,0
107,500,152,152,CODE202603000152,0,2026-02-21 09:33:00,,2026-08-20 09:28:00,2026-02-21 09:28:00,2026-02-21 09:33:00,0
108,503,153,153,CODE202603000153,1,2026-02-20 09:32:00,2026-02-21 09:27:00,2026-08-19 09:27:00,2026-02-20 09:27:00,2026-02-21 09:27:00,0
109,509,155,155,CODE202603000155,0,2026-02-18 09:30:00,,2026-08-17 09:25:00,2026-02-18 09:25:00,2026-02-18 09:30:00,0
110,512,156,156,CODE202603000156,3,2026-02-17 09:29:00,,2026-08-16 09:24:00,2026-02-17 09:24:00,2026-02-17 09:29:00,0
111,515,157,157,CODE202603000157,0,2026-02-16 09:28:00,,2026-08-15 09:23:00,2026-02-16 09:23:00,2026-02-16 09:28:00,0
112,518,158,158,CODE202603000158,1,2026-02-15 09:27:00,2026-02-16 09:22:00,2026-08-14 09:22:00,2026-02-15 09:22:00,2026-02-16 09:22:00,0
113,527,161,161,CODE202603000161,0,2026-02-12 09:24:00,,2026-08-11 09:19:00,2026-02-12 09:19:00,2026-02-12 09:24:00,0
114,530,162,162,CODE202603000162,0,2026-02-11 09:23:00,,2026-08-10 09:18:00,2026-02-11 09:18:00,2026-02-11 09:23:00,0
115,533,163,163,CODE202603000163,1,2026-02-10 09:22:00,2026-02-11 09:17:00,2026-08-09 09:17:00,2026-02-10 09:17:00,2026-02-11 09:17:00,0
116,539,165,165,CODE202603000165,0,2026-02-08 09:20:00,,2026-08-07 09:15:00,2026-02-08 09:15:00,2026-02-08 09:20:00,0
117,542,166,166,CODE202603000166,3,2026-02-07 09:19:00,,2026-08-06 09:14:00,2026-02-07 09:14:00,2026-02-07 09:19:00,0
118,545,167,167,CODE202603000167,0,2026-02-06 09:18:00,,2026-08-05 09:13:00,2026-02-06 09:13:00,2026-02-06 09:18:00,0
119,548,168,168,CODE202603000168,1,2026-02-05 09:17:00,2026-02-06 09:12:00,2026-08-04 09:12:00,2026-02-05 09:12:00,2026-02-06 09:12:00,0
120,557,171,171,CODE202603000171,0,2026-02-02 09:14:00,,2026-08-01 09:09:00,2026-02-02 09:09:00,2026-02-02 09:14:00,0
121,560,172,172,CODE202603000172,0,2026-02-01 09:13:00,,2026-07-31 09:08:00,2026-02-01 09:08:00,2026-02-01 09:13:00,0
122,563,173,173,CODE202603000173,1,2026-01-31 09:12:00,2026-02-01 09:07:00,2026-07-30 09:07:00,2026-01-31 09:07:00,2026-02-01 09:07:00,0
123,569,175,175,CODE202603000175,0,2026-01-29 09:10:00,,2026-07-28 09:05:00,2026-01-29 09:05:00,2026-01-29 09:10:00,0
124,572,176,176,CODE202603000176,3,2026-01-28 09:09:00,,2026-07-27 09:04:00,2026-01-28 09:04:00,2026-01-28 09:09:00,0
125,575,177,177,CODE202603000177,0,2026-01-27 09:08:00,,2026-07-26 09:03:00,2026-01-27 09:03:00,2026-01-27 09:08:00,0
126,578,178,178,CODE202603000178,1,2026-01-26 09:07:00,2026-01-27 09:02:00,2026-07-25 09:02:00,2026-01-26 09:02:00,2026-01-27 09:02:00,0
127,587,181,181,CODE202603000181,0,2026-01-23 09:04:00,,2026-07-22 08:59:00,2026-01-23 08:59:00,2026-01-23 09:04:00,0
128,590,182,182,CODE202603000182,0,2026-01-22 09:03:00,,2026-07-21 08:58:00,2026-01-22 08:58:00,2026-01-22 09:03:00,0
129,593,183,183,CODE202603000183,1,2026-01-21 09:02:00,2026-01-22 08:57:00,2026-07-20 08:57:00,2026-01-21 08:57:00,2026-01-22 08:57:00,0
130,599,185,185,CODE202603000185,0,2026-01-19 09:00:00,,2026-07-18 08:55:00,2026-01-19 08:55:00,2026-01-19 09:00:00,0
131,602,186,186,CODE202603000186,3,2026-01-18 08:59:00,,2026-07-17 08:54:00,2026-01-18 08:54:00,2026-01-18 08:59:00,0
132,605,187,187,CODE202603000187,0,2026-01-17 08:58:00,,2026-07-16 08:53:00,2026-01-17 08:53:00,2026-01-17 08:58:00,0
133,608,188,188,CODE202603000188,1,2026-01-16 08:57:00,2026-01-17 08:52:00,2026-07-15 08:52:00,2026-01-16 08:52:00,2026-01-17 08:52:00,0
134,617,191,191,CODE202603000191,0,2026-01-13 08:54:00,,2026-07-12 08:49:00,2026-01-13 08:49:00,2026-01-13 08:54:00,0
135,620,192,192,CODE202603000192,0,2026-01-12 08:53:00,,2026-07-11 08:48:00,2026-01-12 08:48:00,2026-01-12 08:53:00,0
136,623,193,193,CODE202603000193,1,2026-01-11 08:52:00,2026-01-12 08:47:00,2026-07-10 08:47:00,2026-01-11 08:47:00,2026-01-12 08:47:00,0
137,629,195,195,CODE202603000195,0,2026-01-09 08:50:00,,2026-07-08 08:45:00,2026-01-09 08:45:00,2026-01-09 08:50:00,0
138,632,196,196,CODE202603000196,3,2026-01-08 08:49:00,,2026-07-07 08:44:00,2026-01-08 08:44:00,2026-01-08 08:49:00,0
139,635,197,197,CODE202603000197,0,2026-01-07 08:48:00,,2026-07-06 08:43:00,2026-01-07 08:43:00,2026-01-07 08:48:00,0
140,638,198,198,CODE202603000198,1,2026-01-06 08:47:00,2026-01-07 08:42:00,2026-07-05 08:42:00,2026-01-06 08:42:00,2026-01-07 08:42:00,0
141,647,201,201,CODE202603000201,0,2026-01-03 08:44:00,,2026-07-02 08:39:00,2026-01-03 08:39:00,2026-01-03 08:44:00,0
142,650,202,202,CODE202603000202,0,2026-01-02 08:43:00,,2026-07-01 08:38:00,2026-01-02 08:38:00,2026-01-02 08:43:00,0
143,653,203,203,CODE202603000203,1,2026-01-01 08:42:00,2026-01-02 08:37:00,2026-06-30 08:37:00,2026-01-01 08:37:00,2026-01-02 08:37:00,0
144,659,205,205,CODE202603000205,0,2025-12-30 08:40:00,,2026-06-28 08:35:00,2025-12-30 08:35:00,2025-12-30 08:40:00,0
145,662,206,206,CODE202603000206,3,2025-12-29 08:39:00,,2026-06-27 08:34:00,2025-12-29 08:34:00,2025-12-29 08:39:00,0
146,665,207,207,CODE202603000207,0,2025-12-28 08:38:00,,2026-06-26 08:33:00,2025-12-28 08:33:00,2025-12-28 08:38:00,0
147,668,208,208,CODE202603000208,1,2025-12-27 08:37:00,2025-12-28 08:32:00,2026-06-25 08:32:00,2025-12-27 08:32:00,2025-12-28 08:32:00,0
148,677,211,211,CODE202603000211,0,2025-12-24 08:34:00,,2026-06-22 08:29:00,2025-12-24 08:29:00,2025-12-24 08:34:00,0
149,680,212,212,CODE202603000212,0,2025-12-23 08:33:00,,2026-06-21 08:28:00,2025-12-23 08:28:00,2025-12-23 08:33:00,0
150,683,213,213,CODE202603000213,1,2025-12-22 08:32:00,2025-12-23 08:27:00,2026-06-20 08:27:00,2025-12-22 08:27:00,2025-12-23 08:27:00,0
151,689,215,215,CODE202603000215,0,2025-12-20 08:30:00,,2026-06-18 08:25:00,2025-12-20 08:25:00,2025-12-20 08:30:00,0
152,692,216,216,CODE202603000216,3,2025-12-19 08:29:00,,2026-06-17 08:24:00,2025-12-19 08:24:00,2025-12-19 08:29:00,0
153,695,217,217,CODE202603000217,0,2025-12-18 08:28:00,,2026-06-16 08:23:00,2025-12-18 08:23:00,2025-12-18 08:28:00,0
154,698,218,218,CODE202603000218,1,2025-12-17 08:27:00,2025-12-18 08:22:00,2026-06-15 08:22:00,2025-12-17 08:22:00,2025-12-18 08:22:00,0
155,707,221,221,CODE202603000221,0,2025-12-14 08:24:00,,2026-06-12 08:19:00,2025-12-14 08:19:00,2025-12-14 08:24:00,0
156,710,222,222,CODE202603000222,0,2025-12-13 08:23:00,,2026-06-11 08:18:00,2025-12-13 08:18:00,2025-12-13 08:23:00,0
157,713,223,223,CODE202603000223,1,2025-12-12 08:22:00,2025-12-13 08:17:00,2026-06-10 08:17:00,2025-12-12 08:17:00,2025-12-13 08:17:00,0
158,719,225,225,CODE202603000225,0,2025-12-10 08:20:00,,2026-06-08 08:15:00,2025-12-10 08:15:00,2025-12-10 08:20:00,0
159,722,226,226,CODE202603000226,3,2025-12-09 08:19:00,,2026-06-07 08:14:00,2025-12-09 08:14:00,2025-12-09 08:19:00,0
160,725,227,227,CODE202603000227,0,2025-12-08 08:18:00,,2026-06-06 08:13:00,2025-12-08 08:13:00,2025-12-08 08:18:00,0
161,728,228,228,CODE202603000228,1,2025-12-07 08:17:00,2025-12-08 08:12:00,2026-06-05 08:12:00,2025-12-07 08:12:00,2025-12-08 08:12:00,0
162,737,231,231,CODE202603000231,0,2025-12-04 08:14:00,,2026-06-02 08:09:00,2025-12-04 08:09:00,2025-12-04 08:14:00,0
163,740,232,232,CODE202603000232,0,2025-12-03 08:13:00,,2026-06-01 08:08:00,2025-12-03 08:08:00,2025-12-03 08:13:00,0
164,743,233,233,CODE202603000233,1,2025-12-02 08:12:00,2025-12-03 08:07:00,2026-05-31 08:07:00,2025-12-02 08:07:00,2025-12-03 08:07:00,0
165,749,235,235,CODE202603000235,0,2025-11-30 08:10:00,,2026-05-29 08:05:00,2025-11-30 08:05:00,2025-11-30 08:10:00,0
166,752,236,236,CODE202603000236,3,2025-11-29 08:09:00,,2026-05-28 08:04:00,2025-11-29 08:04:00,2025-11-29 08:09:00,0
167,755,237,237,CODE202603000237,0,2025-11-28 08:08:00,,2026-05-27 08:03:00,2025-11-28 08:03:00,2025-11-28 08:08:00,0
168,758,238,238,CODE202603000238,1,2025-11-27 08:07:00,2025-11-28 08:02:00,2026-05-26 08:02:00,2025-11-27 08:02:00,2025-11-28 08:02:00,0
169,767,241,241,CODE202603000241,0,2026-03-24 08:04:00,,2026-09-20 07:59:00,2026-03-24 07:59:00,2026-03-24 08:04:00,0
170,770,242,242,CODE202603000242,0,2026-03-23 08:03:00,,2026-09-19 07:58:00,2026-03-23 07:58:00,2026-03-23 08:03:00,0
171,773,243,243,CODE202603000243,1,2026-03-22 08:02:00,2026-03-23 07:57:00,2026-09-18 07:57:00,2026-03-22 07:57:00,2026-03-23 07:57:00,0
172,779,245,245,CODE202603000245,0,2026-03-20 08:00:00,,2026-09-16 07:55:00,2026-03-20 07:55:00,2026-03-20 08:00:00,0
173,782,246,246,CODE202603000246,3,2026-03-19 07:59:00,,2026-09-15 07:54:00,2026-03-19 07:54:00,2026-03-19 07:59:00,0
174,785,247,247,CODE202603000247,0,2026-03-18 07:58:00,,2026-09-14 07:53:00,2026-03-18 07:53:00,2026-03-18 07:58:00,0
175,788,248,248,CODE202603000248,1,2026-03-17 07:57:00,2026-03-18 07:52:00,2026-09-13 07:52:00,2026-03-17 07:52:00,2026-03-18 07:52:00,0
176,797,251,251,CODE202603000251,0,2026-03-14 07:54:00,,2026-09-10 07:49:00,2026-03-14 07:49:00,2026-03-14 07:54:00,0
177,800,252,252,CODE202603000252,0,2026-03-13 07:53:00,,2026-09-09 07:48:00,2026-03-13 07:48:00,2026-03-13 07:53:00,0
178,803,253,253,CODE202603000253,1,2026-03-12 07:52:00,2026-03-13 07:47:00,2026-09-08 07:47:00,2026-03-12 07:47:00,2026-03-13 07:47:00,0
179,809,255,255,CODE202603000255,0,2026-03-10 07:50:00,,2026-09-06 07:45:00,2026-03-10 07:45:00,2026-03-10 07:50:00,0
180,812,256,256,CODE202603000256,3,2026-03-09 07:49:00,,2026-09-05 07:44:00,2026-03-09 07:44:00,2026-03-09 07:49:00,0
181,815,257,257,CODE202603000257,0,2026-03-08 07:48:00,,2026-09-04 07:43:00,2026-03-08 07:43:00,2026-03-08 07:48:00,0
