id,managerId,name,description,tags,categoryId,longitude,latitude,address,city,businessStatus,auditStatus,avgScore,ratingCount,commentCount,favoriteCount,viewCount,createTime,updateTime,isDelete
11,3,喜茶,网红奶茶，新品不断,"[""奶茶"", ""网红"", ""打卡"", ""果茶""]",3,116.427128,39.946527,北京市朝阳区朝阳大悦城,北京,1,1,4.54,13,70,11,417,2026-03-14 12:00:00,2026-03-24 12:00:00,0
12,4,星巴克,经典咖啡，休闲空间,"[""咖啡"", ""连锁"", ""商务"", ""休闲""]",4,121.503701,31.260416,上海市静安区南京西路1000号,上海,1,1,4.64,14,0,22,266,2026-03-13 12:00:00,2026-03-23 12:00:00,0
13,3,海底捞火锅,服务好，食材新鲜,"[""火锅"", ""服务好"", ""聚餐"", ""热门""]",1,113.304385,23.169112,广州市天河区体育西路50号,广州,1,1,4.54,13,0,11,207,2026-03-12 12:00:00,2026-03-22 12:00:00,0
14,4,奈雪的茶,欧包+茶饮，品质保证,"[""奶茶"", ""欧包"", ""网红"", ""下午茶""]",3,116.437128,39.956527,北京市海淀区五道口购物中心,北京,1,1,4.36,14,0,22,266,2026-03-11 12:00:00,2026-03-21 12:00:00,0
15,3,必胜客,披萨专家，家庭聚餐,"[""西餐"", ""披萨"", ""家庭"", ""快餐""]",8,121.513701,31.270416,上海市浦东新区陆家嘴环路,上海,1,1,4.00,13,71,11,420,2026-03-10 12:00:00,2026-03-25 12:00:00,0
16,16,压测火锅店0016,火锅场景门店，适合高频并发测试，门店编号 16,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.100000,39.600000,北京市压测大道16号,北京,1,1,4.15,13,0,21,257,2026-03-25 12:00:00,2026-03-25 12:00:00,0
17,17,压测烧烤铺0017,烧烤场景门店，适合高频并发测试，门店编号 17,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.101000,39.601000,上海市压测大道17号,上海,1,1,4.69,13,0,21,257,2026-03-24 12:00:00,2026-03-24 12:00:00,0
18,18,压测奶茶店0018,奶茶场景门店，适合高频并发测试，门店编号 18,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.102000,39.602000,广州市压测大道18号,广州,1,1,4.64,14,70,11,421,2026-03-23 12:00:00,2026-03-23 12:00:00,0
19,19,压测咖啡馆0019,咖啡场景门店，适合高频并发测试，门店编号 19,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.103000,39.603000,深圳市压测大道19号,深圳,1,1,4.46,13,0,21,257,2026-03-22 12:00:00,2026-03-22 12:00:00,0
20,20,压测快餐店0020,快餐场景门店，适合高频并发测试，门店编号 20,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.104000,39.604000,成都市压测大道20号,成都,1,1,4.23,13,0,11,207,2026-03-21 12:00:00,2026-03-21 12:00:00,0
21,21,压测甜品屋0021,甜品场景门店，适合高频并发测试，门店编号 21,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.105000,39.605000,杭州市压测大道21号,杭州,1,1,4.14,14,0,22,266,2026-03-20 12:00:00,2026-03-20 12:00:00,0
22,22,压测日料店0022,日料场景门店，适合高频并发测试，门店编号 22,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.106000,39.606000,北京市压测大道22号,北京,1,1,4.23,13,71,11,420,2026-03-19 12:00:00,2026-03-19 12:00:00,0
23,23,压测西餐厅0023,西餐场景门店，适合高频并发测试，门店编号 23,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.107000,39.607000,上海市压测大道23号,上海,1,1,4.62,13,0,22,262,2026-03-18 12:00:00,2026-03-18 12:00:00,0
24,24,压测川菜馆0024,川菜场景门店，适合高频并发测试，门店编号 24,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.108000,39.608000,广州市压测大道24号,广州,1,1,4.62,13,0,11,207,2026-03-17 12:00:00,2026-03-17 12:00:00,0
25,25,压测粤菜馆0025,粤菜场景门店，适合高频并发测试，门店编号 25,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.109000,39.609000,深圳市压测大道25号,深圳,1,1,4.57,14,70,22,476,2026-03-16 12:00:00,2026-03-16 12:00:00,0
26,26,压测火锅店0026,火锅场景门店，适合高频并发测试，门店编号 26,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.110000,39.610000,成都市压测大道26号,成都,1,1,4.15,13,0,11,207,2026-03-15 12:00:00,2026-03-15 12:00:00,0
27,27,压测烧烤铺0027,烧烤场景门店，适合高频并发测试，门店编号 27,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.111000,39.611000,杭州市压测大道27号,杭州,1,1,4.23,13,0,22,262,2026-03-14 12:00:00,2026-03-14 12:00:00,0
28,28,压测奶茶店0028,奶茶场景门店，适合高频并发测试，门店编号 28,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.112000,39.612000,北京市压测大道28号,北京,1,1,4.21,14,0,11,211,2026-03-13 12:00:00,2026-03-13 12:00:00,0
29,29,压测咖啡馆0029,咖啡场景门店，适合高频并发测试，门店编号 29,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.113000,39.613000,上海市压测大道29号,上海,1,1,4.64,14,71,21,474,2026-03-12 12:00:00,2026-03-12 12:00:00,0
30,30,压测快餐店0030,快餐场景门店，适合高频并发测试，门店编号 30,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.114000,39.614000,广州市压测大道30号,广州,1,1,4.75,12,0,11,203,2026-03-11 12:00:00,2026-03-11 12:00:00,0
31,31,压测甜品屋0031,甜品场景门店，适合高频并发测试，门店编号 31,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.115000,39.615000,深圳市压测大道31号,深圳,1,1,4.46,13,0,21,257,2026-03-10 12:00:00,2026-03-25 12:00:00,0
32,32,压测日料店0032,日料场景门店，适合高频并发测试，门店编号 32,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.116000,39.616000,成都市压测大道32号,成都,1,1,4.21,14,70,21,471,2026-03-09 12:00:00,2026-03-24 12:00:00,0
33,33,压测西餐厅0033,西餐场景门店，适合高频并发测试，门店编号 33,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.117000,39.617000,杭州市压测大道33号,杭州,1,1,4.08,13,0,11,219,2026-03-08 12:00:00,2026-03-23 12:00:00,0
34,34,压测川菜馆0034,川菜场景门店，适合高频并发测试，门店编号 34,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.118000,39.618000,北京市压测大道34号,北京,1,1,4.38,13,0,22,262,2026-03-07 12:00:00,2026-03-22 12:00:00,0
35,35,压测粤菜馆0035,粤菜场景门店，适合高频并发测试，门店编号 35,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.119000,39.619000,上海市压测大道35号,上海,1,1,4.64,14,0,11,233,2026-03-06 12:00:00,2026-03-21 12:00:00,0
36,36,压测火锅店0036,火锅场景门店，适合高频并发测试，门店编号 36,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.120000,39.620000,广州市压测大道36号,广州,1,1,4.57,14,71,22,479,2026-03-05 12:00:00,2026-03-20 12:00:00,0
37,37,压测烧烤铺0037,烧烤场景门店，适合高频并发测试，门店编号 37,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.121000,39.621000,深圳市压测大道37号,深圳,1,1,4.58,12,0,11,247,2026-03-04 12:00:00,2026-03-19 12:00:00,0
38,38,压测奶茶店0038,奶茶场景门店，适合高频并发测试，门店编号 38,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.122000,39.622000,成都市压测大道38号,成都,1,1,4.00,13,0,22,262,2026-03-03 12:00:00,2026-03-18 12:00:00,0
39,39,压测咖啡馆0039,咖啡场景门店，适合高频并发测试，门店编号 39,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.123000,39.623000,杭州市压测大道39号,杭州,1,1,4.14,14,70,11,421,2026-03-02 12:00:00,2026-03-17 12:00:00,0
40,40,压测快餐店0040,快餐场景门店，适合高频并发测试，门店编号 40,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.124000,39.624000,北京市压测大道40号,北京,1,1,4.64,14,0,22,268,2026-03-01 12:00:00,2026-03-16 12:00:00,0
41,41,压测甜品屋0041,甜品场景门店，适合高频并发测试，门店编号 41,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.125000,39.625000,上海市压测大道41号,上海,1,1,4.50,12,0,11,275,2026-02-28 12:00:00,2026-03-15 12:00:00,0
42,42,压测日料店0042,日料场景门店，适合高频并发测试，门店编号 42,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.126000,39.626000,广州市压测大道42号,广州,1,1,4.64,14,0,21,282,2026-02-27 12:00:00,2026-03-14 12:00:00,0
43,43,压测西餐厅0043,西餐场景门店，适合高频并发测试，门店编号 43,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.127000,39.627000,深圳市压测大道43号,深圳,1,1,4.29,14,71,11,424,2026-02-26 12:00:00,2026-03-13 12:00:00,0
44,44,压测川菜馆0044,川菜场景门店，适合高频并发测试，门店编号 44,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.128000,39.628000,成都市压测大道44号,成都,1,1,4.08,12,0,21,296,2026-02-25 12:00:00,2026-03-12 12:00:00,0
45,45,压测粤菜馆0045,粤菜场景门店，适合高频并发测试，门店编号 45,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.129000,39.629000,杭州市压测大道45号,杭州,1,1,4.15,13,0,11,303,2026-02-24 12:00:00,2026-03-11 12:00:00,0
46,46,压测火锅店0046,火锅场景门店，适合高频并发测试，门店编号 46,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.130000,39.630000,北京市压测大道46号,北京,1,1,4.57,14,70,21,471,2026-02-23 12:00:00,2026-03-25 12:00:00,0
47,47,压测烧烤铺0047,烧烤场景门店，适合高频并发测试，门店编号 47,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.131000,39.631000,上海市压测大道47号,上海,1,1,4.64,14,0,22,317,2026-02-22 12:00:00,2026-03-24 12:00:00,0
48,48,压测奶茶店0048,奶茶场景门店，适合高频并发测试，门店编号 48,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.132000,39.632000,广州市压测大道48号,广州,1,1,4.50,12,0,11,324,2026-02-21 12:00:00,2026-03-23 12:00:00,0
49,49,压测咖啡馆0049,咖啡场景门店，适合高频并发测试，门店编号 49,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.133000,39.633000,深圳市压测大道49号,深圳,1,1,4.36,14,0,22,331,2026-02-20 12:00:00,2026-03-22 12:00:00,0
50,50,压测快餐店0050,快餐场景门店，适合高频并发测试，门店编号 50,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.134000,39.634000,成都市压测大道50号,成都,1,1,4.07,14,71,11,424,2026-02-19 12:00:00,2026-03-21 12:00:00,0
51,51,压测甜品屋0051,甜品场景门店，适合高频并发测试，门店编号 51,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.135000,39.635000,杭州市压测大道51号,杭州,1,1,4.15,13,0,22,345,2026-02-18 12:00:00,2026-03-20 12:00:00,0
52,52,压测日料店0052,日料场景门店，适合高频并发测试，门店编号 52,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.136000,39.636000,北京市压测大道52号,北京,1,1,4.75,12,0,11,352,2026-02-17 12:00:00,2026-03-19 12:00:00,0
53,53,压测西餐厅0053,西餐场景门店，适合高频并发测试，门店编号 53,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.137000,39.637000,上海市压测大道53号,上海,1,1,4.64,14,70,22,476,2026-02-16 12:00:00,2026-03-18 12:00:00,0
54,54,压测川菜馆0054,川菜场景门店，适合高频并发测试，门店编号 54,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.138000,39.638000,广州市压测大道54号,广州,1,1,4.50,14,0,11,366,2026-02-15 12:00:00,2026-03-17 12:00:00,0
55,55,压测粤菜馆0055,粤菜场景门店，适合高频并发测试，门店编号 55,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.139000,39.639000,深圳市压测大道55号,深圳,1,1,4.25,12,0,21,373,2026-02-14 12:00:00,2026-03-16 12:00:00,0
56,16,压测火锅店0056,火锅场景门店，适合高频并发测试，门店编号 56,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.140000,39.640000,成都市压测大道56号,成都,1,1,4.14,14,0,11,380,2026-02-13 12:00:00,2026-03-15 12:00:00,0
57,17,压测烧烤铺0057,烧烤场景门店，适合高频并发测试，门店编号 57,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.141000,39.641000,杭州市压测大道57号,杭州,1,1,4.29,14,71,21,474,2026-02-12 12:00:00,2026-03-14 12:00:00,0
58,18,压测奶茶店0058,奶茶场景门店，适合高频并发测试，门店编号 58,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.142000,39.642000,北京市压测大道58号,北京,1,1,4.62,13,0,11,394,2026-02-11 12:00:00,2026-03-13 12:00:00,0
59,19,压测咖啡馆0059,咖啡场景门店，适合高频并发测试，门店编号 59,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.143000,39.643000,上海市压测大道59号,上海,1,1,4.67,12,0,21,401,2026-02-10 12:00:00,2026-03-12 12:00:00,0
60,20,压测快餐店0060,快餐场景门店，适合高频并发测试，门店编号 60,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.144000,39.644000,广州市压测大道60号,广州,1,1,4.57,14,70,11,421,2026-02-09 12:00:00,2026-03-11 12:00:00,0
61,21,压测甜品屋0061,甜品场景门店，适合高频并发测试，门店编号 61,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.145000,39.645000,深圳市压测大道61号,深圳,1,1,4.14,14,0,22,415,2026-02-08 12:00:00,2026-03-25 12:00:00,0
62,22,压测日料店0062,日料场景门店，适合高频并发测试，门店编号 62,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.146000,39.646000,成都市压测大道62号,成都,1,1,4.23,13,0,22,422,2026-02-07 12:00:00,2026-03-24 12:00:00,0
63,23,压测西餐厅0063,西餐场景门店，适合高频并发测试，门店编号 63,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.147000,39.647000,杭州市压测大道63号,杭州,1,1,4.31,13,0,11,429,2026-02-06 12:00:00,2026-03-23 12:00:00,0
64,24,压测川菜馆0064,川菜场景门店，适合高频并发测试，门店编号 64,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.148000,39.648000,北京市压测大道64号,北京,1,1,4.64,14,71,22,479,2026-02-05 12:00:00,2026-03-22 12:00:00,0
65,25,压测粤菜馆0065,粤菜场景门店，适合高频并发测试，门店编号 65,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.149000,39.649000,上海市压测大道65号,上海,1,1,4.69,13,0,11,443,2026-02-04 12:00:00,2026-03-21 12:00:00,0
66,26,压测火锅店0066,火锅场景门店，适合高频并发测试，门店编号 66,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.150000,39.650000,广州市压测大道66号,广州,1,1,4.42,12,0,22,450,2026-02-03 12:00:00,2026-03-20 12:00:00,0
67,27,压测烧烤铺0067,烧烤场景门店，适合高频并发测试，门店编号 67,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.151000,39.651000,深圳市压测大道67号,深圳,1,1,4.21,14,0,11,457,2026-02-02 12:00:00,2026-03-19 12:00:00,0
68,28,压测奶茶店0068,奶茶场景门店，适合高频并发测试，门店编号 68,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.152000,39.652000,成都市压测大道68号,成都,1,1,4.07,14,70,21,471,2026-02-01 12:00:00,2026-03-18 12:00:00,0
69,29,压测咖啡馆0069,咖啡场景门店，适合高频并发测试，门店编号 69,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.153000,39.653000,杭州市压测大道69号,杭州,1,1,4.54,13,0,11,471,2026-01-31 12:00:00,2026-03-17 12:00:00,0
70,30,压测快餐店0070,快餐场景门店，适合高频并发测试，门店编号 70,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.154000,39.654000,北京市压测大道70号,北京,1,1,4.62,13,0,21,478,2026-01-30 12:00:00,2026-03-16 12:00:00,0
71,31,压测甜品屋0071,甜品场景门店，适合高频并发测试，门店编号 71,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.155000,39.655000,上海市压测大道71号,上海,1,1,4.57,14,71,11,485,2026-01-29 12:00:00,2026-03-15 12:00:00,0
72,32,压测日料店0072,日料场景门店，适合高频并发测试，门店编号 72,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.156000,39.656000,广州市压测大道72号,广州,1,1,4.46,13,0,21,492,2026-01-28 12:00:00,2026-03-14 12:00:00,0
73,33,压测西餐厅0073,西餐场景门店，适合高频并发测试，门店编号 73,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.157000,39.657000,深圳市压测大道73号,深圳,1,1,4.00,13,0,11,499,2026-01-27 12:00:00,2026-03-13 12:00:00,0
74,34,压测川菜馆0074,川菜场景门店，适合高频并发测试，门店编号 74,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.158000,39.658000,成都市压测大道74号,成都,1,1,4.08,13,0,22,506,2026-01-26 12:00:00,2026-03-12 12:00:00,0
75,35,压测粤菜馆0075,粤菜场景门店，适合高频并发测试，门店编号 75,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.159000,39.659000,杭州市压测大道75号,杭州,1,1,4.64,14,70,11,513,2026-01-25 12:00:00,2026-03-11 12:00:00,0
76,36,压测火锅店0076,火锅场景门店，适合高频并发测试，门店编号 76,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.160000,39.660000,北京市压测大道76号,北京,1,1,4.54,13,0,22,520,2026-01-24 12:00:00,2026-03-25 12:00:00,0
77,37,压测烧烤铺0077,烧烤场景门店，适合高频并发测试，门店编号 77,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.161000,39.661000,上海市压测大道77号,上海,1,1,4.62,13,0,22,527,2026-01-23 12:00:00,2026-03-24 12:00:00,0
78,38,压测奶茶店0078,奶茶场景门店，适合高频并发测试，门店编号 78,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.162000,39.662000,广州市压测大道78号,广州,1,1,4.29,14,71,11,534,2026-01-22 12:00:00,2026-03-23 12:00:00,0
79,39,压测咖啡馆0079,咖啡场景门店，适合高频并发测试，门店编号 79,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.163000,39.663000,深圳市压测大道79号,深圳,1,1,4.15,13,0,22,541,2026-01-21 12:00:00,2026-03-22 12:00:00,0
80,40,压测快餐店0080,快餐场景门店，适合高频并发测试，门店编号 80,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.164000,39.664000,成都市压测大道80号,成都,1,1,4.15,13,0,11,548,2026-01-20 12:00:00,2026-03-21 12:00:00,0
81,41,压测甜品屋0081,甜品场景门店，适合高频并发测试，门店编号 81,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.165000,39.665000,杭州市压测大道81号,杭州,1,1,4.62,13,0,21,555,2026-01-19 12:00:00,2026-03-20 12:00:00,0
82,42,压测日料店0082,日料场景门店，适合高频并发测试，门店编号 82,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.166000,39.666000,北京市压测大道82号,北京,1,1,4.64,14,70,11,562,2026-01-18 12:00:00,2026-03-19 12:00:00,0
83,43,压测西餐厅0083,西餐场景门店，适合高频并发测试，门店编号 83,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.167000,39.667000,上海市压测大道83号,上海,1,1,4.54,13,0,21,569,2026-01-17 12:00:00,2026-03-18 12:00:00,0
84,44,压测川菜馆0084,川菜场景门店，适合高频并发测试，门店编号 84,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.168000,39.668000,广州市压测大道84号,广州,1,1,4.36,14,0,11,576,2026-01-16 12:00:00,2026-03-17 12:00:00,0
85,45,压测粤菜馆0085,粤菜场景门店，适合高频并发测试，门店编号 85,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.169000,39.669000,深圳市压测大道85号,深圳,1,1,4.08,13,71,21,583,2026-01-15 12:00:00,2026-03-16 12:00:00,0
86,46,压测火锅店0086,火锅场景门店，适合高频并发测试，门店编号 86,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.170000,39.670000,成都市压测大道86号,成都,1,1,4.15,13,0,11,590,2026-01-14 12:00:00,2026-03-15 12:00:00,0
87,47,压测烧烤铺0087,烧烤场景门店，适合高频并发测试，门店编号 87,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.171000,39.671000,杭州市压测大道87号,杭州,1,1,4.69,13,0,22,597,2026-01-13 12:00:00,2026-03-14 12:00:00,0
88,48,压测奶茶店0088,奶茶场景门店，适合高频并发测试，门店编号 88,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.172000,39.672000,北京市压测大道88号,北京,1,1,4.69,13,0,11,604,2026-01-12 12:00:00,2026-03-13 12:00:00,0
89,49,压测咖啡馆0089,咖啡场景门店，适合高频并发测试，门店编号 89,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.173000,39.673000,上海市压测大道89号,上海,1,1,4.50,14,70,22,611,2026-01-11 12:00:00,2026-03-12 12:00:00,0
90,50,压测快餐店0090,快餐场景门店，适合高频并发测试，门店编号 90,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.174000,39.674000,广州市压测大道90号,广州,1,1,4.23,13,0,11,618,2026-01-10 12:00:00,2026-03-11 12:00:00,0
91,51,压测甜品屋0091,甜品场景门店，适合高频并发测试，门店编号 91,"[""甜品"", ""约会"", ""下午茶"", ""拍照""]",6,116.175000,39.675000,深圳市压测大道91号,深圳,1,1,4.14,14,0,22,625,2026-01-09 12:00:00,2026-03-25 12:00:00,0
92,52,压测日料店0092,日料场景门店，适合高频并发测试，门店编号 92,"[""日料"", ""刺身"", ""寿司"", ""高端""]",7,116.176000,39.676000,成都市压测大道92号,成都,1,1,4.38,13,71,22,632,2026-01-08 12:00:00,2026-03-24 12:00:00,0
93,53,压测西餐厅0093,西餐场景门店，适合高频并发测试，门店编号 93,"[""西餐"", ""牛排"", ""约会"", ""浪漫""]",8,116.177000,39.677000,杭州市压测大道93号,杭州,1,1,4.62,13,0,11,639,2026-01-07 12:00:00,2026-03-23 12:00:00,0
94,54,压测川菜馆0094,川菜场景门店，适合高频并发测试，门店编号 94,"[""川菜"", ""麻辣"", ""聚餐"", ""地道""]",9,116.178000,39.678000,北京市压测大道94号,北京,1,1,4.62,13,0,21,646,2026-01-06 12:00:00,2026-03-22 12:00:00,0
95,55,压测粤菜馆0095,粤菜场景门店，适合高频并发测试，门店编号 95,"[""粤菜"", ""茶餐厅"", ""点心"", ""早茶""]",10,116.179000,39.679000,上海市压测大道95号,上海,1,1,4.43,14,0,11,653,2026-01-05 12:00:00,2026-03-21 12:00:00,0
96,16,压测火锅店0096,火锅场景门店，适合高频并发测试，门店编号 96,"[""火锅"", ""聚餐"", ""热门"", ""麻辣""]",1,116.180000,39.680000,广州市压测大道96号,广州,1,1,4.08,13,70,21,660,2026-01-04 12:00:00,2026-03-20 12:00:00,0
97,17,压测烧烤铺0097,烧烤场景门店，适合高频并发测试，门店编号 97,"[""烧烤"", ""夜宵"", ""人气"", ""烤串""]",2,116.181000,39.681000,深圳市压测大道97号,深圳,1,1,4.23,13,0,11,667,2026-01-03 12:00:00,2026-03-19 12:00:00,0
98,18,压测奶茶店0098,奶茶场景门店，适合高频并发测试，门店编号 98,"[""奶茶"", ""饮品"", ""学生党"", ""网红""]",3,116.182000,39.682000,成都市压测大道98号,成都,1,1,4.36,14,0,21,674,2026-01-02 12:00:00,2026-03-18 12:00:00,0
99,19,压测咖啡馆0099,咖啡场景门店，适合高频并发测试，门店编号 99,"[""咖啡"", ""安静"", ""下午茶"", ""办公""]",4,116.183000,39.683000,杭州市压测大道99号,杭州,1,1,4.62,13,71,11,681,2026-01-01 12:00:00,2026-03-17 12:00:00,0
100,20,压测快餐店0100,快餐场景门店，适合高频并发测试，门店编号 100,"[""快餐"", ""便宜"", ""午餐"", ""外卖""]",5,116.184000,39.684000,北京市压测大道100号,北京,1,1,4.69,13,0,22,688,2025-12-31 12:00:00,2026-03-16 12:00:00,0
