id,userId,shopId,score,createTime,updateTime,isDelete
61,104,664,4,2026-01-23 08:57:00,2026-01-23 08:57:00,0
62,105,675,5,2026-01-22 08:54:00,2026-01-22 08:54:00,0
63,106,686,4,2026-01-21 08:51:00,2026-01-21 08:51:00,0
64,107,697,3,2026-01-20 08:48:00,2026-01-20 08:48:00,0
65,108,708,5,2026-01-19 08:45:00,2026-01-19 08:45:00,0
66,109,719,4,2026-01-18 08:42:00,2026-01-18 08:42:00,0
67,110,730,5,2026-01-17 08:39:00,2026-01-17 08:39:00,0
68,111,741,4,2026-01-16 08:36:00,2026-01-16 08:36:00,0
69,112,753,5,2026-01-15 08:33:00,2026-01-15 08:33:00,0
70,113,764,5,2026-01-14 08:30:00,2026-01-14 08:30:00,0
71,114,775,4,2026-01-13 08:27:00,2026-01-13 08:27:00,0
72,115,786,5,2026-01-12 08:24:00,2026-01-12 08:24:00,0
73,116,797,4,2026-01-11 08:21:00,2026-01-11 08:21:00,0
74,117,808,3,2026-01-10 08:18:00,2026-01-10 08:18:00,0
75,118,819,5,2026-01-09 08:15:00,2026-01-09 08:15:00,0
76,119,830,4,2026-01-08 08:12:00,2026-01-08 08:12:00,0
77,120,841,5,2026-01-07 08:09:00,2026-01-07 08:09:00,0
78,121,852,4,2026-01-06 08:06:00,2026-01-06 08:06:00,0
79,122,863,5,2026-01-05 08:03:00,2026-01-05 08:03:00,0
80,123,874,5,2026-01-04 08:00:00,2026-01-04 08:00:00,0
81,124,885,4,2026-01-03 07:57:00,2026-01-03 07:57:00,0
82,125,896,5,2026-01-02 07:54:00,2026-01-02 07:54:00,0
83,126,907,4,2026-01-01 07:51:00,2026-01-01 07:51:00,0
84,127,918,3,2025-12-31 07:48:00,2025-12-31 07:48:00,0
85,128,929,5,2025-12-30 07:45:00,2025-12-30 07:45:00,0
86,129,941,4,2025-12-29 07:42:00,2025-12-29 07:42:00,0
87,130,952,5,2025-12-28 07:39:00,2025-12-28 07:39:00,0
88,131,963,4,2025-12-27 07:36:00,2025-12-27 07:36:00,0
89,132,974,5,2025-12-26 07:33:00,2025-12-26 07:33:00,0
90,133,985,5,2025-12-25 07:30:00,2025-12-25 07:30:00,0
91,134,996,4,2025-12-24 07:27:00,2025-12-24 07:27:00,0
92,135,1007,5,2025-12-23 07:24:00,2025-12-23 07:24:00,0
93,136,1018,4,2025-12-22 07:21:00,2025-12-22 07:21:00,0
94,137,1029,3,2025-12-21 07:18:00,2025-12-21 07:18:00,0
95,138,1040,5,2025-12-20 07:15:00,2025-12-20 07:15:00,0
96,139,1051,4,2025-12-19 07:12:00,2025-12-19 07:12:00,0
97,140,1062,5,2025-12-18 07:09:00,2025-12-18 07:09:00,0
98,141,1073,4,2025-12-17 07:06:00,2025-12-17 07:06:00,0
99,142,1084,5,2025-12-16 07:03:00,2025-12-16 07:03:00,0
100,143,1095,5,2025-12-15 07:00:00,2025-12-15 07:00:00,0
101,144,1106,4,2025-12-14 06:57:00,2025-12-14 06:57:00,0
102,145,1117,5,2025-12-13 06:54:00,2025-12-13 06:54:00,0
103,146,1129,4,2025-12-12 06:51:00,2025-12-12 06:51:00,0
104,147,1140,3,2025-12-11 06:48:00,2025-12-11 06:48:00,0
105,148,1151,5,2025-12-10 06:45:00,2025-12-10 06:45:00,0
106,149,1162,4,2025-12-09 06:42:00,2025-12-09 06:42:00,0
107,150,1173,5,2025-12-08 06:39:00,2025-12-08 06:39:00,0
108,151,1184,4,2025-12-07 06:36:00,2025-12-07 06:36:00,0
109,152,1195,5,2025-12-06 06:33:00,2025-12-06 06:33:00,0
110,153,1206,5,2025-12-05 06:30:00,2025-12-05 06:30:00,0
111,154,1217,4,2025-12-04 06:27:00,2025-12-04 06:27:00,0
112,155,1228,5,2025-12-03 06:24:00,2025-12-03 06:24:00,0
113,156,1239,4,2025-12-02 06:21:00,2025-12-02 06:21:00,0
114,157,1250,3,2025-12-01 06:18:00,2025-12-01 06:18:00,0
115,158,1261,5,2025-11-30 06:15:00,2025-11-30 06:15:00,0
116,159,1272,4,2025-11-29 06:12:00,2025-11-29 06:12:00,0
117,160,1283,5,2025-11-28 06:09:00,2025-11-28 06:09:00,0
118,161,1294,4,2025-11-27 06:06:00,2025-11-27 06:06:00,0
119,162,1305,5,2025-11-26 06:03:00,2025-11-26 06:03:00,0
120,163,1317,5,2026-03-25 06:00:00,2026-03-25 06:00:00,0
121,164,1328,4,2026-03-24 05:57:00,2026-03-24 05:57:00,0
122,165,1339,5,2026-03-23 05:54:00,2026-03-23 05:54:00,0
123,166,1350,4,2026-03-22 05:51:00,2026-03-22 05:51:00,0
124,167,1361,3,2026-03-21 05:48:00,2026-03-21 05:48:00,0
125,168,1372,5,2026-03-20 05:45:00,2026-03-20 05:45:00,0
126,169,1383,4,2026-03-19 05:42:00,2026-03-19 05:42:00,0
127,170,1394,5,2026-03-18 05:39:00,2026-03-18 05:39:00,0
128,171,1405,4,2026-03-17 05:36:00,2026-03-17 05:36:00,0
129,172,1416,5,2026-03-16 05:33:00,2026-03-16 05:33:00,0
130,173,1427,5,2026-03-15 05:30:00,2026-03-15 05:30:00,0
131,174,1438,4,2026-03-14 05:27:00,2026-03-14 05:27:00,0
132,175,1449,5,2026-03-13 05:24:00,2026-03-13 05:24:00,0
133,176,1460,4,2026-03-12 05:21:00,2026-03-12 05:21:00,0
134,177,1471,3,2026-03-11 05:18:00,2026-03-11 05:18:00,0
135,178,1482,5,2026-03-10 05:15:00,2026-03-10 05:15:00,0
136,179,1493,4,2026-03-09 05:12:00,2026-03-09 05:12:00,0
137,180,1505,5,2026-03-08 05:09:00,2026-03-08 05:09:00,0
138,181,1516,4,2026-03-07 05:06:00,2026-03-07 05:06:00,0
139,182,1527,5,2026-03-06 05:03:00,2026-03-06 05:03:00,0
140,183,1538,5,2026-03-05 05:00:00,2026-03-05 05:00:00,0
141,184,1549,4,2026-03-04 04:57:00,2026-03-04 04:57:00,0
142,185,1560,5,2026-03-03 04:54:00,2026-03-03 04:54:00,0
143,186,1571,4,2026-03-02 04:51:00,2026-03-02 04:51:00,0
144,187,1582,3,2026-03-01 04:48:00,2026-03-01 04:48:00,0
145,188,1593,5,2026-02-28 04:45:00,2026-02-28 04:45:00,0
146,189,1604,4,2026-02-27 04:42:00,2026-02-27 04:42:00,0
147,190,1615,5,2026-02-26 04:39:00,2026-02-26 04:39:00,0
148,191,1626,4,2026-02-25 04:36:00,2026-02-25 04:36:00,0
149,192,1637,5,2026-02-24 04:33:00,2026-02-24 04:33:00,0
150,193,1648,5,2026-02-23 04:30:00,2026-02-23 04:30:00,0
151,194,1659,4,2026-02-22 04:27:00,2026-02-22 04:27:00,0
152,195,1670,5,2026-02-21 04:24:00,2026-02-21 04:24:00,0
153,196,1681,4,2026-02-20 04:21:00,2026-02-20 04:21:00,0
154,197,1693,3,2026-02-19 04:18:00,2026-02-19 04:18:00,0
155,198,1704,5,2026-02-18 04:15:00,2026-02-18 04:15:00,0
156,199,1715,4,2026-02-17 04:12:00,2026-02-17 04:12:00,0
157,200,1726,5,2026-02-16 04:09:00,2026-02-16 04:09:00,0
158,201,1737,4,2026-02-15 04:06:00,2026-02-15 04:06:00,0
159,202,1748,5,2026-02-14 04:03:00,2026-02-14 04:03:00,0
160,203,1759,5,2026-02-13 04:00:00,2026-02-13 04:00:00,0
161,204,1770,4,2026-02-12 03:57:00,2026-02-12 03:57:00,0
162,205,1781,5,2026-02-11 03:54:00,2026-02-11 03:54:00,0
163,206,1792,4,2026-02-10 03:51:00,2026-02-10 03:51:00,0
164,207,1803,3,2026-02-09 03:48:00,2026-02-09 03:48:00,0
165,208,1814,5,2026-02-08 03:45:00,2026-02-08 03:45:00,0
166,209,1825,4,2026-02-07 03:42:00,2026-02-07 03:42:00,0
167,210,1836,5,2026-02-06 03:39:00,2026-02-06 03:39:00,0
168,211,1847,4,2026-02-05 03:36:00,2026-02-05 03:36:00,0
169,212,1858,5,2026-02-04 03:33:00,2026-02-04 03:33:00,0
170,213,1869,5,2026-02-03 03:30:00,2026-02-03 03:30:00,0
171,214,1881,4,2026-02-02 03:27:00,2026-02-02 03:27:00,0
172,215,1892,5,2026-02-01 03:24:00,2026-02-01 03:24:00,0
173,216,1903,4,2026-01-31 03:21:00,2026-01-31 03:21:00,0
174,217,1914,3,2026-01-30 03:18:00,2026-01-30 03:18:00,0
175,218,1925,5,2026-01-29 03:15:00,2026-01-29 03:15:00,0
176,219,1936,4,2026-01-28 03:12:00,2026-01-28 03:12:00,0
177,220,1947,5,2026-01-27 03:09:00,2026-01-27 03:09:00,0
178,221,1958,4,2026-01-26 03:06:00,2026-01-26 03:06:00,0
179,222,1969,5,2026-01-25 03:03:00,2026-01-25 03:03:00,0
180,223,1980,5,2026-01-24 03:00:00,2026-01-24 03:00:00,0
181,224,1991,4,2026-01-23 02:57:00,2026-01-23 02:57:00,0
182,225,2002,5,2026-01-22 02:54:00,2026-01-22 02:54:00,0
183,226,2013,4,2026-01-21 02:51:00,2026-01-21 02:51:00,0
184,227,2024,3,2026-01-20 02:48:00,2026-01-20 02:48:00,0
185,228,2035,5,2026-01-19 02:45:00,2026-01-19 02:45:00,0
186,229,2046,4,2026-01-18 02:42:00,2026-01-18 02:42:00,0
187,230,2057,5,2026-01-17 02:39:00,2026-01-17 02:39:00,0
188,231,2069,4,2026-01-16 02:36:00,2026-01-16 02:36:00,0
189,232,2080,5,2026-01-15 02:33:00,2026-01-15 02:33:00,0
190,233,2091,5,2026-01-14 02:30:00,2026-01-14 02:30:00,0
191,234,2102,4,2026-01-13 02:27:00,2026-01-13 02:27:00,0
192,235,2113,5,2026-01-12 02:24:00,2026-01-12 02:24:00,0
193,236,2124,4,2026-01-11 02:21:00,2026-01-11 02:21:00,0
194,237,2135,3,2026-01-10 02:18:00,2026-01-10 02:18:00,0
195,238,2146,5,2026-01-09 02:15:00,2026-01-09 02:15:00,0
196,239,2157,4,2026-01-08 02:12:00,2026-01-08 02:12:00,0
197,240,2168,5,2026-01-07 02:09:00,2026-01-07 02:09:00,0
198,241,2179,4,2026-01-06 02:06:00,2026-01-06 02:06:00,0
199,242,2190,5,2026-01-05 02:03:00,2026-01-05 02:03:00,0
200,243,2201,5,2026-01-04 02:00:00,2026-01-04 02:00:00,0
201,244,2212,4,2026-01-03 01:57:00,2026-01-03 01:57:00,0
202,245,2223,5,2026-01-02 01:54:00,2026-01-02 01:54:00,0
203,246,2234,4,2026-01-01 01:51:00,2026-01-01 01:51:00,0
204,247,2245,3,2025-12-31 01:48:00,2025-12-31 01:48:00,0
205,248,2257,5,2025-12-30 01:45:00,2025-12-30 01:45:00,0
206,249,2268,4,2025-12-29 01:42:00,2025-12-29 01:42:00,0
207,250,2279,5,2025-12-28 01:39:00,2025-12-28 01:39:00,0
208,251,2290,4,2025-12-27 01:36:00,2025-12-27 01:36:00,0
209,252,2301,5,2025-12-26 01:33:00,2025-12-26 01:33:00,0
210,253,2312,5,2025-12-25 01:30:00,2025-12-25 01:30:00,0
211,254,2323,4,2025-12-24 01:27:00,2025-12-24 01:27:00,0
212,255,2334,5,2025-12-23 01:24:00,2025-12-23 01:24:00,0
213,256,2345,4,2025-12-22 01:21:00,2025-12-22 01:21:00,0
214,257,2356,3,2025-12-21 01:18:00,2025-12-21 01:18:00,0
215,258,2367,5,2025-12-20 01:15:00,2025-12-20 01:15:00,0
216,259,2378,4,2025-12-19 01:12:00,2025-12-19 01:12:00,0
217,260,2389,5,2025-12-18 01:09:00,2025-12-18 01:09:00,0
218,261,2400,4,2025-12-17 01:06:00,2025-12-17 01:06:00,0
219,262,2411,5,2025-12-16 01:03:00,2025-12-16 01:03:00,0
220,263,2422,5,2025-12-15 01:00:00,2025-12-15 01:00:00,0
221,264,2433,4,2025-12-14 00:57:00,2025-12-14 00:57:00,0
222,265,2445,5,2025-12-13 00:54:00,2025-12-13 00:54:00,0
223,266,2456,4,2025-12-12 00:51:00,2025-12-12 00:51:00,0
224,267,2467,3,2025-12-11 00:48:00,2025-12-11 00:48:00,0
225,268,2478,5,2025-12-10 00:45:00,2025-12-10 00:45:00,0
226,269,2489,4,2025-12-09 00:42:00,2025-12-09 00:42:00,0
227,270,2500,5,2025-12-08 00:39:00,2025-12-08 00:39:00,0
228,271,2511,4,2025-12-07 00:36:00,2025-12-07 00:36:00,0
229,272,2522,5,2025-12-06 00:33:00,2025-12-06 00:33:00,0
230,273,2533,5,2025-12-05 00:30:00,2025-12-05 00:30:00,0
231,274,2544,4,2025-12-04 00:27:00,2025-12-04 00:27:00,0
232,275,2555,5,2025-12-03 00:24:00,2025-12-03 00:24:00,0
233,276,2566,4,2025-12-02 00:21:00,2025-12-02 00:21:00,0
234,277,2577,3,2025-12-01 00:18:00,2025-12-01 00:18:00,0
235,278,2588,5,2025-11-30 00:15:00,2025-11-30 00:15:00,0
236,279,2599,4,2025-11-29 00:12:00,2025-11-29 00:12:00,0
237,280,2610,5,2025-11-28 00:09:00,2025-11-28 00:09:00,0
238,281,2621,4,2025-11-27 00:06:00,2025-11-27 00:06:00,0
239,282,2633,5,2025-11-26 00:03:00,2025-11-26 00:03:00,0
240,283,2644,5,2026-03-25 12:00:00,2026-03-25 12:00:00,0
241,284,2655,4,2026-03-24 11:57:00,2026-03-24 11:57:00,0
242,285,2666,5,2026-03-23 11:54:00,2026-03-23 11:54:00,0
243,286,2677,4,2026-03-22 11:51:00,2026-03-22 11:51:00,0
244,287,2688,3,2026-03-21 11:48:00,2026-03-21 11:48:00,0
245,288,2699,5,2026-03-20 11:45:00,2026-03-20 11:45:00,0
246,289,2710,4,2026-03-19 11:42:00,2026-03-19 11:42:00,0
247,290,2721,5,2026-03-18 11:39:00,2026-03-18 11:39:00,0
248,291,2732,4,2026-03-17 11:36:00,2026-03-17 11:36:00,0
249,292,2743,5,2026-03-16 11:33:00,2026-03-16 11:33:00,0
250,293,2754,5,2026-03-15 11:30:00,2026-03-15 11:30:00,0
251,294,2765,4,2026-03-14 11:27:00,2026-03-14 11:27:00,0
252,295,2776,5,2026-03-13 11:24:00,2026-03-13 11:24:00,0
253,296,2787,4,2026-03-12 11:21:00,2026-03-12 11:21:00,0
254,297,2798,3,2026-03-11 11:18:00,2026-03-11 11:18:00,0
255,298,2809,5,2026-03-10 11:15:00,2026-03-10 11:15:00,0
256,299,2821,4,2026-03-09 11:12:00,2026-03-09 11:12:00,0
257,300,2832,5,2026-03-08 11:09:00,2026-03-08 11:09:00,0
258,301,2843,4,2026-03-07 11:06:00,2026-03-07 11:06:00,0
259,302,2854,5,2026-03-06 11:03:00,2026-03-06 11:03:00,0
260,303,2865,5,2026-03-05 11:00:00,2026-03-05 11:00:00,0
261,304,2876,4,2026-03-04 10:57:00,2026-03-04 10:57:00,0
262,305,2887,5,2026-03-03 10:54:00,2026-03-03 10:54:00,0
263,306,2898,4,2026-03-02 10:51:00,2026-03-02 10:51:00,0
264,307,2909,3,2026-03-01 10:48:00,2026-03-01 10:48:00,0
265,308,2920,5,2026-02-28 10:45:00,2026-02-28 10:45:00,0
266,309,2931,4,2026-02-27 10:42:00,2026-02-27 10:42:00,0
267,310,2942,5,2026-02-26 10:39:00,2026-02-26 10:39:00,0
268,311,2953,4,2026-02-25 10:36:00,2026-02-25 10:36:00,0
269,312,2964,5,2026-02-24 10:33:00,2026-02-24 10:33:00,0
270,313,2975,5,2026-02-23 10:30:00,2026-02-23 10:30:00,0
271,314,2986,4,2026-02-22 10:27:00,2026-02-22 10:27:00,0
272,315,2997,5,2026-02-21 10:24:00,2026-02-21 10:24:00,0
273,316,3009,4,2026-02-20 10:21:00,2026-02-20 10:21:00,0
274,317,5,3,2026-02-19 10:18:00,2026-02-19 10:18:00,0
275,318,16,5,2026-02-18 10:15:00,2026-02-18 10:15:00,0
276,319,27,4,2026-02-17 10:12:00,2026-02-17 10:12:00,0
277,320,38,5,2026-02-16 10:09:00,2026-02-16 10:09:00,0
278,321,49,4,2026-02-15 10:06:00,2026-02-15 10:06:00,0
279,322,60,5,2026-02-14 10:03:00,2026-02-14 10:03:00,0
280,323,71,5,2026-02-13 10:00:00,2026-02-13 10:00:00,0
281,324,82,4,2026-02-12 09:57:00,2026-02-12 09:57:00,0
282,325,93,5,2026-02-11 09:54:00,2026-02-11 09:54:00,0
283,326,104,4,2026-02-10 09:51:00,2026-02-10 09:51:00,0
284,327,115,3,2026-02-09 09:48:00,2026-02-09 09:48:00,0
285,328,126,5,2026-02-08 09:45:00,2026-02-08 09:45:00,0
286,329,137,4,2026-02-07 09:42:00,2026-02-07 09:42:00,0
287,330,148,5,2026-02-06 09:39:00,2026-02-06 09:39:00,0
288,331,159,4,2026-02-05 09:36:00,2026-02-05 09:36:00,0
289,332,170,5,2026-02-04 09:33:00,2026-02-04 09:33:00,0
290,333,182,5,2026-02-03 09:30:00,2026-02-03 09:30:00,0
291,334,193,4,2026-02-02 09:27:00,2026-02-02 09:27:00,0
292,335,204,5,2026-02-01 09:24:00,2026-02-01 09:24:00,0
293,336,215,4,2026-01-31 09:21:00,2026-01-31 09:21:00,0
294,337,226,3,2026-01-30 09:18:00,2026-01-30 09:18:00,0
295,338,237,5,2026-01-29 09:15:00,2026-01-29 09:15:00,0
296,339,248,4,2026-01-28 09:12:00,2026-01-28 09:12:00,0
297,340,259,5,2026-01-27 09:09:00,2026-01-27 09:09:00,0
298,341,270,4,2026-01-26 09:06:00,2026-01-26 09:06:00,0
299,342,281,5,2026-01-25 09:03:00,2026-01-25 09:03:00,0
300,343,292,5,2026-01-24 09:00:00,2026-01-24 09:00:00,0
301,344,303,4,2026-01-23 08:57:00,2026-01-23 08:57:00,0
302,345,314,5,2026-01-22 08:54:00,2026-01-22 08:54:00,0
303,346,325,4,2026-01-21 08:51:00,2026-01-21 08:51:00,0
304,347,336,3,2026-01-20 08:48:00,2026-01-20 08:48:00,0
305,348,347,5,2026-01-19 08:45:00,2026-01-19 08:45:00,0
306,349,358,4,2026-01-18 08:42:00,2026-01-18 08:42:00,0
307,350,370,5,2026-01-17 08:39:00,2026-01-17 08:39:00,0
308,351,381,4,2026-01-16 08:36:00,2026-01-16 08:36:00,0
309,352,392,5,2026-01-15 08:33:00,2026-01-15 08:33:00,0
310,353,403,5,2026-01-14 08:30:00,2026-01-14 08:30:00,0
311,354,414,4,2026-01-13 08:27:00,2026-01-13 08:27:00,0
312,355,425,5,2026-01-12 08:24:00,2026-01-12 08:24:00,0
313,356,436,4,2026-01-11 08:21:00,2026-01-11 08:21:00,0
314,357,447,3,2026-01-10 08:18:00,2026-01-10 08:18:00,0
315,358,458,5,2026-01-09 08:15:00,2026-01-09 08:15:00,0
316,359,469,4,2026-01-08 08:12:00,2026-01-08 08:12:00,0
317,360,480,5,2026-01-07 08:09:00,2026-01-07 08:09:00,0
318,361,491,4,2026-01-06 08:06:00,2026-01-06 08:06:00,0
319,362,502,5,2026-01-05 08:03:00,2026-01-05 08:03:00,0
320,363,513,5,2026-01-04 08:00:00,2026-01-04 08:00:00,0
321,364,524,4,2026-01-03 07:57:00,2026-01-03 07:57:00,0
322,365,535,5,2026-01-02 07:54:00,2026-01-02 07:54:00,0
323,366,546,4,2026-01-01 07:51:00,2026-01-01 07:51:00,0
324,367,558,3,2025-12-31 07:48:00,2025-12-31 07:48:00,0
325,368,569,5,2025-12-30 07:45:00,2025-12-30 07:45:00,0
326,369,580,4,2025-12-29 07:42:00,2025-12-29 07:42:00,0
327,370,591,5,2025-12-28 07:39:00,2025-12-28 07:39:00,0
328,371,602,4,2025-12-27 07:36:00,2025-12-27 07:36:00,0
329,372,613,5,2025-12-26 07:33:00,2025-12-26 07:33:00,0
330,373,624,5,2025-12-25 07:30:00,2025-12-25 07:30:00,0
331,374,635,4,2025-12-24 07:27:00,2025-12-24 07:27:00,0
332,375,646,5,2025-12-23 07:24:00,2025-12-23 07:24:00,0
333,376,657,4,2025-12-22 07:21:00,2025-12-22 07:21:00,0
334,377,668,3,2025-12-21 07:18:00,2025-12-21 07:18:00,0
335,378,679,5,2025-12-20 07:15:00,2025-12-20 07:15:00,0
336,379,690,4,2025-12-19 07:12:00,2025-12-19 07:12:00,0
337,380,701,5,2025-12-18 07:09:00,2025-12-18 07:09:00,0
338,381,712,4,2025-12-17 07:06:00,2025-12-17 07:06:00,0
339,382,723,5,2025-12-16 07:03:00,2025-12-16 07:03:00,0
340,383,734,5,2025-12-15 07:00:00,2025-12-15 07:00:00,0
341,384,746,4,2025-12-14 06:57:00,2025-12-14 06:57:00,0
342,385,757,5,2025-12-13 06:54:00,2025-12-13 06:54:00,0
343,386,768,4,2025-12-12 06:51:00,2025-12-12 06:51:00,0
344,387,779,3,2025-12-11 06:48:00,2025-12-11 06:48:00,0
345,388,790,5,2025-12-10 06:45:00,2025-12-10 06:45:00,0
346,389,801,4,2025-12-09 06:42:00,2025-12-09 06:42:00,0
347,390,812,5,2025-12-08 06:39:00,2025-12-08 06:39:00,0
348,391,823,4,2025-12-07 06:36:00,2025-12-07 06:36:00,0
349,392,834,5,2025-12-06 06:33:00,2025-12-06 06:33:00,0
350,393,845,5,2025-12-05 06:30:00,2025-12-05 06:30:00,0
351,394,856,4,2025-12-04 06:27:00,2025-12-04 06:27:00,0
352,395,867,5,2025-12-03 06:24:00,2025-12-03 06:24:00,0
353,396,878,4,2025-12-02 06:21:00,2025-12-02 06:21:00,0
354,397,889,3,2025-12-01 06:18:00,2025-12-01 06:18:00,0
355,398,900,5,2025-11-30 06:15:00,2025-11-30 06:15:00,0
356,399,911,4,2025-11-29 06:12:00,2025-11-29 06:12:00,0
357,400,922,5,2025-11-28 06:09:00,2025-11-28 06:09:00,0
358,401,934,4,2025-11-27 06:06:00,2025-11-27 06:06:00,0
359,402,945,5,2025-11-26 06:03:00,2025-11-26 06:03:00,0
360,403,956,5,2026-03-25 06:00:00,2026-03-25 06:00:00,0
361,404,967,4,2026-03-24 05:57:00,2026-03-24 05:57:00,0
362,405,978,5,2026-03-23 05:54:00,2026-03-23 05:54:00,0
363,406,989,4,2026-03-22 05:51:00,2026-03-22 05:51:00,0
364,407,1000,3,2026-03-21 05:48:00,2026-03-21 05:48:00,0
365,408,1011,5,2026-03-20 05:45:00,2026-03-20 05:45:00,0
366,409,1022,4,2026-03-19 05:42:00,2026-03-19 05:42:00,0
367,410,1033,5,2026-03-18 05:39:00,2026-03-18 05:39:00,0
368,411,1044,4,2026-03-17 05:36:00,2026-03-17 05:36:00,0
369,412,1055,5,2026-03-16 05:33:00,2026-03-16 05:33:00,0
370,413,1066,5,2026-03-15 05:30:00,2026-03-15 05:30:00,0
371,414,1077,4,2026-03-14 05:27:00,2026-03-14 05:27:00,0
372,415,1088,5,2026-03-13 05:24:00,2026-03-13 05:24:00,0
373,416,1099,4,2026-03-12 05:21:00,2026-03-12 05:21:00,0
374,417,1110,3,2026-03-11 05:18:00,2026-03-11 05:18:00,0
375,418,1122,5,2026-03-10 05:15:00,2026-03-10 05:15:00,0
376,419,1133,4,2026-03-09 05:12:00,2026-03-09 05:12:00,0
377,420,1144,5,2026-03-08 05:09:00,2026-03-08 05:09:00,0
378,421,1155,4,2026-03-07 05:06:00,2026-03-07 05:06:00,0
379,422,1166,5,2026-03-06 05:03:00,2026-03-06 05:03:00,0
380,423,1177,5,2026-03-05 05:00:00,2026-03-05 05:00:00,0
381,424,1188,4,2026-03-04 04:57:00,2026-03-04 04:57:00,0
